"TOA5","ROS_6","CR1000","33755","CR1000.Std.19","CPU:ROS06.ROS12.29.6.2012.CR1","32706","ROS06Table15min"
"TIMESTAMP","RECORD","Rain_mm_Tot","VW(1)","VW(2)","VW(3)","VW(4)","VW(5)","VW(6)","VW(7)","VW(8)","PA_uS(1)","PA_uS(2)","PA_uS(3)","PA_uS(4)","PA_uS(5)","PA_uS(6)","PA_uS(7)","PA_uS(8)","HalfBR_Avg(1)","HalfBR_Avg(2)","HalfBR_Avg(3)","SoilTemp_Avg(1)","SoilTemp_Avg(2)","SoilTemp_Avg(3)"
"2013-07-31 02:15:00",38051,0,0.348,0.304,0.274,0.293,0.058,0.043,0.046,0.051,29.23,27.93,27.02,27.6,18.58,17.75,17.94,18.23,0.344,0.334,"NAN",12.75,13.7,"NAN"
"2013-07-31 02:30:00",38052,0,0.348,0.303,0.274,0.293,0.059,0.043,0.046,0.051,29.23,27.91,27.02,27.6,18.6,17.75,17.94,18.23,0.344,0.335,"NAN",12.7,13.63,"NAN"
"2013-07-31 02:45:00",38053,0,0.348,0.303,0.274,0.293,0.059,0.043,0.046,0.051,29.23,27.91,27.02,27.6,18.6,17.75,17.94,18.23,0.345,0.335,"NAN",12.66,13.58,"NAN"
"2013-07-31 03:00:00",38054,0,0.348,0.304,0.274,0.293,0.059,0.043,0.046,0.051,29.23,27.93,27.02,27.6,18.6,17.75,17.93,18.23,0.345,0.336,"NAN",12.63,13.52,"NAN"
"2013-07-31 03:15:00",38055,0,0.348,0.303,0.275,0.293,0.059,0.043,0.046,0.051,29.23,27.91,27.03,27.6,18.6,17.75,17.93,18.23,0.345,0.336,"NAN",12.6,13.49,"NAN"
"2013-07-31 03:30:00",38056,0,0.348,0.303,0.275,0.293,0.058,0.043,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.75,17.94,18.23,0.345,0.336,"NAN",12.59,13.45,"NAN"
"2013-07-31 03:45:00",38057,0,0.348,0.303,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.74,17.93,18.23,0.346,0.337,0.007,12.57,13.42,139.7
"2013-07-31 04:00:00",38058,0,0.348,0.303,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.74,17.93,18.23,0.346,0.337,0.008,12.56,13.39,136.7
"2013-07-31 04:15:00",38059,0,0.348,0.303,0.275,0.293,0.058,0.043,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.75,17.93,18.22,0.346,0.337,"NAN",12.55,13.37,"NAN"
"2013-07-31 04:30:00",38060,0,0.348,0.303,0.275,0.293,0.058,0.043,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.75,17.94,18.23,0.346,0.337,0.007,12.54,13.35,137.7
"2013-07-31 04:45:00",38061,0,0.348,0.303,0.275,0.293,0.058,0.043,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.75,17.93,18.23,0.346,0.338,0.008,12.53,13.32,135.9
"2013-07-31 05:00:00",38062,0,0.348,0.303,0.275,0.293,0.058,0.043,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.75,17.93,18.23,0.346,0.338,0.008,12.52,13.3,132.3
"2013-07-31 05:15:00",38063,0,0.348,0.303,0.274,0.293,0.058,0.043,0.046,0.051,29.24,27.91,27.02,27.59,18.58,17.75,17.93,18.23,0.346,0.338,0.009,12.51,13.29,128.8
"2013-07-31 05:30:00",38064,0,0.348,0.303,0.274,0.293,0.058,0.043,0.046,0.051,29.23,27.91,27.02,27.59,18.58,17.75,17.93,18.23,0.346,0.338,"NAN",12.5,13.27,"NAN"
"2013-07-31 05:45:00",38065,0,0.348,0.303,0.275,0.293,0.058,0.043,0.046,0.051,29.24,27.91,27.03,27.59,18.58,17.75,17.94,18.23,0.346,0.338,"NAN",12.5,13.26,"NAN"
"2013-07-31 06:00:00",38066,0,0.348,0.304,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.93,27.03,27.6,18.58,17.74,17.93,18.23,0.347,0.339,"NAN",12.49,13.25,"NAN"
"2013-07-31 06:15:00",38067,0,0.348,0.303,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.74,17.93,18.22,0.347,0.339,"NAN",12.48,13.23,"NAN"
"2013-07-31 06:30:00",38068,0,0.348,0.303,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.6,18.57,17.74,17.93,18.22,0.347,0.339,"NAN",12.47,13.22,"NAN"
"2013-07-31 06:45:00",38069,0,0.348,0.303,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.6,18.57,17.74,17.94,18.22,0.347,0.339,"NAN",12.46,13.21,"NAN"
"2013-07-31 07:00:00",38070,0,0.348,0.303,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.74,17.93,18.22,0.347,0.339,"NAN",12.46,13.19,"NAN"
"2013-07-31 07:15:00",38071,0,0.348,0.304,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.93,27.03,27.59,18.58,17.74,17.94,18.23,0.347,0.339,"NAN",12.45,13.19,"NAN"
"2013-07-31 07:30:00",38072,0,0.348,0.304,0.274,0.293,0.058,0.042,0.046,0.051,29.23,27.93,27.02,27.59,18.57,17.74,17.94,18.22,0.347,0.339,"NAN",12.44,13.18,"NAN"
"2013-07-31 07:45:00",38073,0,0.348,0.303,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.59,18.57,17.74,17.93,18.23,0.347,0.339,"NAN",12.44,13.17,"NAN"
"2013-07-31 08:00:00",38074,0,0.348,0.304,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.93,27.03,27.59,18.57,17.74,17.94,18.23,0.347,0.339,"NAN",12.43,13.16,"NAN"
"2013-07-31 08:15:00",38075,0,0.348,0.303,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.59,18.57,17.74,17.93,18.23,0.347,0.339,"NAN",12.43,13.16,"NAN"
"2013-07-31 08:30:00",38076,0,0.348,0.303,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.59,18.57,17.74,17.94,18.22,0.347,0.339,0.02,12.43,13.16,99.7
"2013-07-31 08:45:00",38077,0,0.348,0.303,0.275,0.293,0.058,0.043,0.046,0.051,29.23,27.91,27.03,27.59,18.57,17.75,17.93,18.22,0.347,0.339,"NAN",12.44,13.17,"NAN"
"2013-07-31 09:00:00",38078,0,0.348,0.303,0.275,0.293,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.74,17.94,18.22,0.347,0.339,"NAN",12.46,13.18,"NAN"
"2013-07-31 09:15:00",38079,0,0.348,0.303,0.275,0.292,0.058,0.042,0.046,0.051,29.23,27.91,27.03,27.57,18.58,17.74,17.93,18.23,0.347,0.339,"NAN",12.49,13.2,"NAN"
"2013-07-31 09:30:00",38080,0,0.348,0.303,0.275,0.293,0.058,0.043,0.046,0.051,29.23,27.91,27.03,27.59,18.58,17.75,17.94,18.23,0.346,0.338,"NAN",12.54,13.25,"NAN"
"2013-07-31 09:45:00",38081,0,0.348,0.304,0.275,0.293,0.059,0.043,0.046,0.051,29.24,27.93,27.03,27.59,18.6,17.75,17.94,18.23,0.345,0.338,"NAN",12.6,13.3,"NAN"
"2013-07-31 10:00:00",38082,0,0.348,0.303,0.274,0.292,0.058,0.043,0.046,0.052,29.24,27.91,27.02,27.57,18.58,17.75,17.94,18.24,0.345,0.337,"NAN",12.67,13.38,"NAN"
"2013-07-31 10:15:00",38083,0,0.348,0.304,0.275,0.293,0.059,0.043,0.046,0.052,29.23,27.93,27.03,27.59,18.6,17.75,17.94,18.24,0.344,0.336,"NAN",12.77,13.49,"NAN"
"2013-07-31 10:30:00",38084,0,0.348,0.304,0.274,0.293,0.059,0.043,0.046,0.051,29.23,27.93,27.02,27.59,18.6,17.75,17.96,18.23,0.342,0.335,"NAN",12.89,13.59,"NAN"
"2013-07-31 10:45:00",38085,0,0.348,0.303,0.275,0.293,0.058,0.043,0.046,0.052,29.23,27.91,27.03,27.59,18.58,17.75,17.94,18.24,0.341,0.334,"NAN",12.99,13.71,"NAN"
"2013-07-31 11:00:00",38086,0,0.348,0.304,0.275,0.292,0.059,0.043,0.046,0.051,29.23,27.93,27.03,27.57,18.6,17.75,17.96,18.23,0.34,0.332,"NAN",13.13,13.86,"NAN"
"2013-07-31 11:15:00",38087,0,0.348,0.303,0.274,0.292,0.059,0.043,0.046,0.052,29.23,27.91,27.02,27.57,18.6,17.77,17.96,18.24,0.338,0.331,"NAN",13.25,13.99,"NAN"
"2013-07-31 11:30:00",38088,0,0.347,0.304,0.275,0.293,0.059,0.043,0.046,0.052,29.22,27.93,27.03,27.59,18.6,17.77,17.94,18.24,0.337,0.329,"NAN",13.37,14.13,"NAN"
"2013-07-31 11:45:00",38089,0,0.347,0.304,0.275,0.292,0.059,0.043,0.046,0.052,29.22,27.93,27.03,27.57,18.6,17.75,17.94,18.24,0.336,0.328,0.021,13.49,14.26,99
"2013-07-31 12:00:00",38090,0,0.347,0.304,0.274,0.292,0.059,0.043,0.046,0.052,29.22,27.93,27.02,27.57,18.6,17.77,17.94,18.24,0.335,0.327,0.024,13.58,14.39,93.2
"2013-07-31 12:15:00",38091,0,0.347,0.304,0.274,0.292,0.059,0.043,0.046,0.052,29.2,27.93,27.02,27.57,18.6,17.77,17.96,18.24,0.334,0.326,0.022,13.67,14.5,97.2
"2013-07-31 12:30:00",38092,0,0.347,0.303,0.274,0.292,0.059,0.043,0.046,0.052,29.22,27.91,27.02,27.56,18.61,17.77,17.96,18.26,0.333,0.325,0.019,13.73,14.6,101.9
"2013-07-31 12:45:00",38093,0,0.347,0.304,0.274,0.292,0.059,0.043,0.046,0.052,29.2,27.93,27.02,27.57,18.61,17.77,17.96,18.26,0.333,0.323,"NAN",13.81,14.7,"NAN"
"2013-07-31 13:00:00",38094,0,0.347,0.304,0.274,0.292,0.059,0.043,0.046,0.052,29.2,27.93,27.02,27.57,18.61,17.77,17.96,18.24,0.332,0.323,0.021,13.88,14.79,97.4
"2013-07-31 13:15:00",38095,0,0.347,0.304,0.274,0.292,0.059,0.043,0.046,0.052,29.22,27.93,27.02,27.56,18.61,17.77,17.96,18.26,0.331,0.322,0.022,13.96,14.88,96.6
"2013-07-31 13:30:00",38096,0,0.347,0.304,0.274,0.292,0.059,0.043,0.047,0.052,29.2,27.93,27.02,27.56,18.62,17.78,17.97,18.24,0.33,0.321,0.023,14.03,14.97,95.5
"2013-07-31 13:45:00",38097,0,0.347,0.303,0.274,0.292,0.059,0.043,0.047,0.052,29.2,27.91,27.02,27.57,18.61,17.77,17.97,18.26,0.33,0.32,0.022,14.1,15.05,96.7
"2013-07-31 14:00:00",38098,0,0.347,0.303,0.274,0.292,0.059,0.043,0.047,0.052,29.2,27.91,27.02,27.56,18.62,17.77,17.97,18.26,0.329,0.319,0.023,14.17,15.14,95.1
"2013-07-31 14:15:00",38099,0,0.347,0.303,0.274,0.292,0.059,0.043,0.047,0.052,29.2,27.91,27.02,27.56,18.61,17.77,17.97,18.26,0.328,0.318,0.024,14.24,15.22,93.7
"2013-07-31 14:30:00",38100,0,0.347,0.303,0.274,0.292,0.059,0.043,0.047,0.052,29.2,27.91,27.02,27.56,18.61,17.77,17.97,18.26,0.327,0.317,0.027,14.31,15.3,90
"2013-07-31 14:45:00",38101,0,0.347,0.304,0.274,0.291,0.059,0.043,0.047,0.052,29.2,27.93,27.02,27.55,18.61,17.77,17.97,18.26,0.327,0.317,0.029,14.36,15.37,87.3
"2013-07-31 15:00:00",38102,0,0.347,0.304,0.274,0.292,0.059,0.043,0.047,0.052,29.2,27.93,27.02,27.56,18.62,17.78,17.97,18.26,0.327,0.316,0.029,14.4,15.42,86.9
"2013-07-31 15:15:00",38103,0,0.347,0.304,0.274,0.292,0.059,0.043,0.047,0.052,29.2,27.93,27.02,27.56,18.61,17.78,17.97,18.26,0.326,0.316,0.03,14.41,15.46,86.3
"2013-07-31 15:30:00",38104,0,0.346,0.304,0.274,0.292,0.059,0.043,0.047,0.052,29.19,27.93,27.02,27.56,18.61,17.78,17.97,18.26,0.326,0.315,0.03,14.43,15.5,86.4
"2013-07-31 15:45:00",38105,0,0.346,0.304,0.274,0.292,0.059,0.043,0.047,0.052,29.19,27.93,27,27.56,18.61,17.78,17.97,18.26,0.326,0.315,0.03,14.44,15.52,86
"2013-07-31 16:00:00",38106,0,0.346,0.303,0.274,0.292,0.059,0.043,0.047,0.052,29.19,27.91,27.02,27.56,18.62,17.78,17.97,18.26,0.326,0.315,0.03,14.44,15.53,85.9
"2013-07-31 16:15:00",38107,0,0.346,0.303,0.274,0.291,0.059,0.043,0.047,0.052,29.19,27.91,27,27.55,18.61,17.78,17.97,18.24,0.326,0.315,0.03,14.44,15.54,86.1
"2013-07-31 16:30:00",38108,0,0.346,0.303,0.274,0.291,0.059,0.043,0.047,0.052,29.17,27.91,27.02,27.55,18.61,17.78,17.97,18.26,0.326,0.315,0.03,14.43,15.54,86.2
"2013-07-31 16:45:00",38109,0,0.346,0.303,0.274,0.291,0.059,0.043,0.046,0.052,29.17,27.91,27.02,27.55,18.62,17.78,17.96,18.26,0.326,0.315,0.031,14.42,15.53,85.4
"2013-07-31 17:00:00",38110,0,0.346,0.303,0.274,0.291,0.059,0.043,0.047,0.052,29.17,27.91,27.02,27.55,18.61,17.78,17.97,18.26,0.327,0.315,0.031,14.39,15.52,84.9
"2013-07-31 17:15:00",38111,0,0.346,0.303,0.274,0.291,0.059,0.043,0.047,0.052,29.17,27.91,27,27.55,18.61,17.78,17.97,18.26,0.327,0.315,0.032,14.36,15.5,84.5
"2013-07-31 17:30:00",38112,0,0.346,0.303,0.274,0.291,0.059,0.043,0.047,0.052,29.17,27.91,27,27.55,18.61,17.77,17.97,18.24,0.327,0.316,0.031,14.33,15.48,84.8
"2013-07-31 17:45:00",38113,0,0.346,0.303,0.274,0.291,0.059,0.043,0.046,0.052,29.17,27.9,27,27.55,18.61,17.78,17.96,18.26,0.328,0.316,0.031,14.29,15.44,85
"2013-07-31 18:00:00",38114,0,0.346,0.303,0.274,0.291,0.059,0.043,0.046,0.052,29.17,27.91,27,27.55,18.61,17.77,17.96,18.24,0.328,0.316,0.032,14.24,15.4,84.5
"2013-07-31 18:15:00",38115,0,0.345,0.303,0.274,0.291,0.059,0.043,0.046,0.051,29.16,27.9,27,27.55,18.61,17.77,17.96,18.23,0.329,0.317,0.031,14.17,15.33,85.2
"2013-07-31 18:30:00",38116,0,0.345,0.303,0.274,0.291,0.059,0.043,0.046,0.051,29.16,27.9,27,27.55,18.6,17.77,17.96,18.23,0.33,0.318,0.031,14.09,15.25,85.3
"2013-07-31 18:45:00",38117,0,0.345,0.303,0.274,0.291,0.059,0.043,0.046,0.052,29.16,27.9,27,27.55,18.61,17.75,17.96,18.24,0.331,0.319,0.03,13.99,15.14,86
"2013-07-31 19:00:00",38118,0,0.345,0.302,0.274,0.291,0.059,0.043,0.046,0.051,29.16,27.89,27,27.55,18.6,17.75,17.94,18.23,0.332,0.32,0.031,13.88,15.01,85.2
"2013-07-31 19:15:00",38119,0,0.345,0.302,0.274,0.291,0.059,0.043,0.046,0.051,29.16,27.89,27,27.55,18.6,17.75,17.94,18.23,0.333,0.322,0.032,13.76,14.87,84.4
"2013-07-31 19:30:00",38120,0,0.345,0.303,0.274,0.291,0.058,0.042,0.046,0.051,29.16,27.9,27,27.55,18.58,17.74,17.94,18.23,0.334,0.323,0.031,13.63,14.72,84.7
"2013-07-31 19:45:00",38121,0,0.345,0.302,0.274,0.291,0.058,0.043,0.046,0.051,29.16,27.89,27,27.55,18.58,17.75,17.93,18.22,0.336,0.325,0.032,13.48,14.55,84.6
"2013-07-31 20:00:00",38122,0,0.345,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.16,27.89,27,27.53,18.57,17.74,17.93,18.22,0.338,0.327,0.032,13.33,14.37,84.3
"2013-07-31 20:15:00",38123,0,0.345,0.302,0.274,0.291,0.058,0.043,0.046,0.051,29.16,27.89,27,27.53,18.58,17.75,17.93,18.22,0.339,0.329,0.033,13.19,14.19,83.5
"2013-07-31 20:30:00",38124,0,0.345,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.16,27.89,27,27.55,18.57,17.74,17.93,18.22,0.341,0.331,0.033,13.04,14,83
"2013-07-31 20:45:00",38125,0,0.345,0.302,0.274,0.291,0.058,0.043,0.046,0.051,29.16,27.89,27,27.53,18.57,17.75,17.93,18.2,0.342,0.333,0.034,12.9,13.82,82.5
"2013-07-31 21:00:00",38126,0,0.345,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.16,27.89,27,27.53,18.57,17.74,17.93,18.2,0.344,0.334,0.034,12.76,13.64,81.8
"2013-07-31 21:15:00",38127,0,0.346,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.17,27.89,27,27.53,18.57,17.73,17.93,18.2,0.345,0.336,0.034,12.63,13.46,82.2
"2013-07-31 21:30:00",38128,0,0.345,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.16,27.89,27,27.55,18.57,17.74,17.92,18.2,0.346,0.338,0.035,12.5,13.28,81.2
"2013-07-31 21:45:00",38129,0,0.346,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.17,27.89,27.02,27.55,18.57,17.74,17.92,18.2,0.348,0.34,0.037,12.38,13.11,79.7
"2013-07-31 22:00:00",38130,0,0.346,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.19,27.89,27.02,27.55,18.55,17.74,17.92,18.22,0.349,0.342,0.038,12.26,12.95,78.93
"2013-07-31 22:15:00",38131,0,0.346,0.303,0.274,0.291,0.058,0.042,0.046,0.051,29.19,27.9,27.02,27.55,18.57,17.73,17.93,18.2,0.35,0.343,0.038,12.15,12.79,78.29
"2013-07-31 22:30:00",38132,0,0.346,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.19,27.89,27.02,27.55,18.55,17.74,17.93,18.2,0.351,0.345,0.039,12.05,12.64,77.58
"2013-07-31 22:45:00",38133,0,0.346,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.17,27.89,27.02,27.55,18.55,17.73,17.92,18.2,0.352,0.346,0.188,11.97,12.52,44.23
"2013-07-31 23:00:00",38134,0,0.346,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.19,27.89,27.02,27.55,18.55,17.73,17.92,18.19,0.353,0.348,0.321,11.89,12.4,14.98
"2013-07-31 23:15:00",38135,0,0.346,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.19,27.89,27.02,27.55,18.55,17.74,17.92,18.2,0.354,0.349,0.322,11.83,12.3,14.84
"2013-07-31 23:30:00",38136,0,0.346,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.19,27.89,27.02,27.55,18.55,17.73,17.92,18.19,0.354,0.35,0.323,11.78,12.2,14.7
"2013-07-31 23:45:00",38137,0,0.346,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.19,27.89,27.02,27.55,18.55,17.73,17.92,18.2,0.355,0.351,0.324,11.72,12.11,14.61
"2013-08-01 00:00:00",38138,0,0.346,0.302,0.274,0.291,0.058,0.042,0.046,0.051,29.19,27.89,27.02,27.55,18.54,17.73,17.92,18.2,0.355,0.351,0.325,11.67,12.03,14.5
"2013-08-01 00:15:00",38139,0,0.346,0.302,0.274,0.291,0.058,0.042,0.045,0.051,29.19,27.87,27.02,27.55,18.54,17.73,17.9,18.19,0.356,0.352,0.326,11.62,11.95,14.42
"2013-08-01 00:30:00",38140,0,0.346,0.302,0.274,0.291,0.058,0.042,0.045,0.051,29.19,27.89,27.02,27.55,18.54,17.73,17.9,18.19,0.356,0.353,0.327,11.58,11.89,14.33
"2013-08-01 00:45:00",38141,0,0.346,0.302,0.274,0.291,0.058,0.042,0.045,0.051,29.19,27.89,27.02,27.55,18.54,17.73,17.9,18.19,0.357,0.354,0.328,11.54,11.82,14.25
"2013-08-01 01:00:00",38142,0,0.346,0.302,0.274,0.291,0.057,0.042,0.045,0.051,29.17,27.87,27.02,27.55,18.53,17.71,17.9,18.19,0.357,0.355,0.329,11.49,11.74,14.18
"2013-08-01 01:15:00",38143,0,0.346,0.302,0.274,0.291,0.058,0.042,0.045,0.05,29.17,27.87,27.02,27.55,18.54,17.73,17.89,18.17,0.358,0.355,0.33,11.45,11.67,14.1
"2013-08-01 01:30:00",38144,0,0.346,0.302,0.274,0.291,0.057,0.042,0.045,0.051,29.17,27.87,27,27.55,18.53,17.71,17.89,18.19,0.358,0.356,0.331,11.39,11.59,13.99
"2013-08-01 01:45:00",38145,0,0.346,0.302,0.274,0.291,0.057,0.041,0.045,0.05,29.17,27.87,27,27.53,18.53,17.7,17.89,18.17,0.359,0.357,0.332,11.32,11.48,13.85
"2013-08-01 02:00:00",38146,0,0.346,0.301,0.274,0.291,0.057,0.042,0.045,0.05,29.17,27.86,27.02,27.53,18.51,17.71,17.9,18.17,0.36,0.358,0.334,11.24,11.4,13.72
"2013-08-01 02:15:00",38147,0,0.346,0.302,0.274,0.291,0.057,0.042,0.045,0.05,29.17,27.87,27,27.53,18.51,17.71,17.89,18.16,0.361,0.359,0.334,11.15,11.3,13.64
"2013-08-01 02:30:00",38148,0,0.346,0.301,0.274,0.291,0.057,0.042,0.045,0.05,29.17,27.86,27.02,27.55,18.51,17.71,17.89,18.16,0.362,0.361,0.336,11.06,11.18,13.52
"2013-08-01 02:45:00",38149,0,0.346,0.301,0.274,0.291,0.057,0.041,0.045,0.05,29.17,27.86,27.02,27.53,18.5,17.7,17.88,18.15,0.363,0.362,0.337,10.95,11.05,13.42
"2013-08-01 03:00:00",38150,0,0.346,0.301,0.274,0.291,0.057,0.041,0.045,0.05,29.17,27.86,27,27.55,18.51,17.7,17.88,18.16,0.365,0.364,0.338,10.84,10.91,13.28
"2013-08-01 03:15:00",38151,0,0.346,0.301,0.274,0.291,0.057,0.041,0.045,0.05,29.19,27.85,27,27.53,18.5,17.69,17.88,18.16,0.366,0.365,0.339,10.72,10.77,13.16
"2013-08-01 03:30:00",38152,0,0.346,0.301,0.274,0.291,0.057,0.041,0.045,0.05,29.17,27.85,27,27.53,18.5,17.69,17.88,18.15,0.367,0.367,0.341,10.59,10.62,13.03
"2013-08-01 03:45:00",38153,0,0.346,0.301,0.274,0.291,0.056,0.041,0.045,0.05,29.17,27.85,27,27.53,18.49,17.69,17.86,18.15,0.369,0.369,0.342,10.47,10.47,12.91
"2013-08-01 04:00:00",38154,0,0.346,0.301,0.274,0.291,0.056,0.041,0.045,0.05,29.19,27.85,27,27.53,18.49,17.69,17.86,18.15,0.37,0.37,0.343,10.33,10.33,12.78
"2013-08-01 04:15:00",38155,0,0.346,0.301,0.274,0.291,0.056,0.041,0.045,0.05,29.17,27.85,27,27.53,18.49,17.67,17.86,18.13,0.372,0.372,0.345,10.2,10.17,12.62
"2013-08-01 04:30:00",38156,0,0.346,0.301,0.274,0.291,0.056,0.041,0.045,0.05,29.17,27.85,27,27.53,18.49,17.69,17.86,18.13,0.373,0.374,0.347,10.07,10.01,12.44
"2013-08-01 04:45:00",38157,0,0.346,0.301,0.274,0.291,0.056,0.041,0.045,0.05,29.17,27.85,27,27.53,18.49,17.67,17.86,18.13,0.375,0.376,0.349,9.93,9.86,12.29
"2013-08-01 05:00:00",38158,0,0.346,0.301,0.274,0.291,0.056,0.041,0.044,0.05,29.19,27.85,27.02,27.53,18.47,17.69,17.85,18.13,0.376,0.377,0.351,9.8,9.69,12.11
"2013-08-01 05:15:00",38159,0,0.346,0.301,0.274,0.291,0.056,0.041,0.044,0.049,29.19,27.85,27,27.53,18.47,17.67,17.85,18.12,0.378,0.379,0.352,9.67,9.53,11.96
"2013-08-01 05:30:00",38160,0,0.346,0.301,0.274,0.291,0.056,0.041,0.044,0.049,29.17,27.83,27,27.53,18.47,17.67,17.85,18.12,0.379,0.381,0.354,9.55,9.38,11.8
"2013-08-01 05:45:00",38161,0,0.346,0.301,0.274,0.291,0.056,0.041,0.044,0.049,29.17,27.83,27.02,27.53,18.46,17.66,17.85,18.12,0.38,0.383,0.356,9.42,9.22,11.65
"2013-08-01 06:00:00",38162,0,0.346,0.301,0.274,0.291,0.056,0.041,0.044,0.049,29.19,27.85,27.02,27.53,18.47,17.67,17.84,18.12,0.382,0.384,0.357,9.3,9.07,11.49
"2013-08-01 06:15:00",38163,0,0.346,0.301,0.274,0.291,0.056,0.041,0.044,0.049,29.19,27.85,27.02,27.53,18.46,17.66,17.84,18.11,0.383,0.386,0.359,9.17,8.92,11.3
"2013-08-01 06:30:00",38164,0,0.346,0.301,0.274,0.291,0.056,0.041,0.044,0.049,29.19,27.83,27.02,27.55,18.46,17.67,17.84,18.11,0.385,0.388,0.361,9.06,8.78,11.14
"2013-08-01 06:45:00",38165,0,0.346,0.301,0.274,0.291,0.056,0.041,0.044,0.049,29.19,27.83,27.02,27.55,18.46,17.66,17.84,18.12,0.386,0.389,0.363,8.94,8.64,11
