"TOA5","ROS_WS","CR3000","4909","CR3000.Std.11","CPU:weather_station_final.CR3","30238","Table15min"
"TIMESTAMP","RECORD","Rain_mm_Tot","ASoilTemp_Avg","PTemp_C_Avg","VW_Avg","VW_2_Avg","VW_3_Avg","HalfBR_Avg(1)","HalfBR_Avg(2)","SoilTemp_Avg(1)","SoilTemp_Avg(2)","shf_mv_Avg","shf_Avg"
"TS","RN","mm","Deg C","Deg C","","","","mV/mV","mV/mV","Deg C","Deg C","mV","W/m^2"
"","","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2013-08-02 04:30:00",94048,0,9.49,4.213,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.999,-16.22
"2013-08-02 04:45:00",94049,0,9.61,4.631,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.931,-15.12
"2013-08-02 05:00:00",94050,0,9.75,4.831,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.911,-14.79
"2013-08-02 05:15:00",94051,0,9.78,4.836,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.946,-15.36
"2013-08-02 05:30:00",94052,0,9.78,4.753,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.983,-15.95
"2013-08-02 05:45:00",94053,0,9.8,4.544,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-1.038,-16.86
"2013-08-02 06:00:00",94054,0,9.72,4.297,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-1.1,-17.86
"2013-08-02 06:15:00",94055,0,9.67,4.069,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-1.144,-18.57
"2013-08-02 06:30:00",94056,0,9.64,3.792,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-1.181,-19.18
"2013-08-02 06:45:00",94057,0,9.51,3.541,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-1.209,-19.63
"2013-08-02 07:00:00",94058,0,9.41,3.499,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-1.178,-19.12
"2013-08-02 07:15:00",94059,0,9.38,3.618,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-1.118,-18.14
"2013-08-02 07:30:00",94060,0,9.37,3.849,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-1.049,-17.02
"2013-08-02 07:45:00",94061,0,9.37,4.248,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.951,-15.43
"2013-08-02 08:00:00",94062,0,9.45,4.739,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.828,-13.44
"2013-08-02 08:15:00",94063,0,9.56,5.216,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.719,-11.67
"2013-08-02 08:30:00",94064,0,9.65,5.709,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.599,-9.73
"2013-08-02 08:45:00",94065,0,9.78,6.222,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.461,-7.478
"2013-08-02 09:00:00",94066,0,9.93,6.754,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.317,-5.14
"2013-08-02 09:15:00",94067,0,10.09,7.433,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",-0.125,-2.033
"2013-08-02 09:30:00",94068,0,10.33,8.08,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",0.059,0.963
"2013-08-02 09:45:00",94069,0,10.49,8.77,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",0.224,3.633
"2013-08-02 10:00:00",94070,0,10.59,9.87,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",0.478,7.76
"2013-08-02 10:15:00",94071,0,10.95,11.55,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",0.872,14.16
"2013-08-02 10:30:00",94072,0,11.65,13.45,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",1.332,21.63
"2013-08-02 10:45:00",94073,0,12.35,14.44,0.087,0.062,0.162,"NAN","NAN","NAN","NAN",1.474,23.93
"2013-08-02 11:00:00",94074,0,12.56,15.05,0.087,0.062,0.161,"NAN","NAN","NAN","NAN",1.44,23.38
"2013-08-02 11:15:00",94075,0,12.8,15.41,0.087,0.062,0.161,"NAN","NAN","NAN","NAN",1.406,22.83
"2013-08-02 11:30:00",94076,0,12.83,16.01,0.087,0.062,0.161,"NAN","NAN","NAN","NAN",1.443,23.42
"2013-08-02 11:45:00",94077,0,13.22,17.12,0.087,0.062,0.16,"NAN","NAN","NAN","NAN",1.693,27.49
"2013-08-02 12:00:00",94078,0,13.68,18.11,0.087,0.062,0.16,"NAN","NAN","NAN","NAN",1.911,31.03
"2013-08-02 12:15:00",94079,0,14.06,19.19,0.087,0.062,0.16,"NAN","NAN","NAN","NAN",2.124,34.48
"2013-08-02 12:30:00",94080,0,14.52,20.33,0.087,0.062,0.159,"NAN","NAN","NAN","NAN",2.346,38.08
"2013-08-02 12:45:00",94081,0,14.96,21.29,0.087,0.062,0.159,"NAN","NAN","NAN","NAN",2.5,40.59
"2013-08-02 13:00:00",94082,0,15.32,22,0.087,0.062,0.158,"NAN","NAN","NAN","NAN",2.581,41.89
"2013-08-02 13:15:00",94083,0,15.48,22.26,0.087,0.062,0.158,"NAN","NAN","NAN","NAN",2.493,40.47
"2013-08-02 13:30:00",94084,0,15.47,22.31,0.087,0.062,0.157,"NAN","NAN","NAN","NAN",2.335,37.91
"2013-08-02 13:45:00",94085,0,15.46,22.31,0.087,0.062,0.157,"NAN","NAN","NAN","NAN",2.225,36.12
"2013-08-02 14:00:00",94086,0,15.46,22.3,0.087,0.062,0.156,"NAN","NAN","NAN","NAN",2.119,34.4
"2013-08-02 14:15:00",94087,0,15.47,22.33,0.087,0.062,0.156,"NAN","NAN","NAN","NAN",2.044,33.18
"2013-08-02 14:30:00",94088,0,15.49,22.42,0.087,0.062,0.156,"NAN","NAN","NAN","NAN",1.976,32.08
"2013-08-02 14:45:00",94089,0,15.58,22.36,0.086,0.062,0.156,"NAN","NAN","NAN","NAN",1.878,30.48
"2013-08-02 15:00:00",94090,0,15.43,21.72,0.086,0.062,0.155,"NAN","NAN","NAN","NAN",1.612,26.18
"2013-08-02 15:15:00",94091,0,15.17,21.36,0.086,0.062,0.155,"NAN","NAN","NAN","NAN",1.475,23.95
"2013-08-02 15:30:00",94092,0,15.13,21.37,0.086,0.062,0.155,"NAN","NAN","NAN","NAN",1.444,23.45
"2013-08-02 15:45:00",94093,0,15.09,21.45,0.086,0.062,0.155,"NAN","NAN","NAN","NAN",1.373,22.3
"2013-08-02 16:00:00",94094,0,15.11,21.52,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",1.303,21.15
"2013-08-02 16:15:00",94095,0,15.07,21.37,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",1.15,18.67
"2013-08-02 16:30:00",94096,0,14.96,21.01,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",0.951,15.43
"2013-08-02 16:45:00",94097,0,14.85,20.54,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",0.759,12.32
"2013-08-02 17:00:00",94098,0,14.68,19.87,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",0.549,8.92
"2013-08-02 17:15:00",94099,0,14.54,19.03,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",0.338,5.492
"2013-08-02 17:30:00",94100,0,14.32,17.95,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",0.131,2.134
"2013-08-02 17:45:00",94101,0,14.1,16.77,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",-0.06,-0.975
"2013-08-02 18:00:00",94102,0,13.81,15.65,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",-0.247,-4.015
"2013-08-02 18:15:00",94103,0,13.53,14.66,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",-0.413,-6.699
"2013-08-02 18:30:00",94104,0,13.2,13.89,0.086,0.061,0.155,"NAN","NAN","NAN","NAN",-0.538,-8.74
"2013-08-02 18:45:00",94105,0,12.85,13.63,0.086,0.061,0.156,"NAN","NAN","NAN","NAN",-0.613,-9.95
"2013-08-02 19:00:00",94106,0,12.85,13.49,0.086,0.061,0.156,"NAN","NAN","NAN","NAN",-0.643,-10.43
"2013-08-02 19:15:00",94107,0,12.86,12.94,0.086,0.061,0.156,"NAN","NAN","NAN","NAN",-0.729,-11.83
"2013-08-02 19:30:00",94108,0,12.68,12.11,0.086,0.061,0.156,"NAN","NAN","NAN","NAN",-0.843,-13.68
"2013-08-02 19:45:00",94109,0,12.43,11.26,0.086,0.061,0.156,"NAN","NAN","NAN","NAN",-0.946,-15.36
"2013-08-02 20:00:00",94110,0,12.16,10.75,0.086,0.061,0.156,"NAN","NAN","NAN","NAN",-1.009,-16.38
"2013-08-02 20:15:00",94111,0,12.08,10.38,0.086,0.061,0.156,"NAN","NAN","NAN","NAN",-1.029,-16.7
"2013-08-02 20:30:00",94112,0,12.01,9.83,0.086,0.061,0.156,"NAN","NAN","NAN","NAN",-1.06,-17.2
"2013-08-02 20:45:00",94113,0,11.85,9.26,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",-1.092,-17.72
"2013-08-02 21:00:00",94114,0,11.64,8.84,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",-1.136,-18.43
"2013-08-02 21:15:00",94115,0,11.52,8.58,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",-1.178,-19.12
"2013-08-02 21:30:00",94116,0,11.46,8.23,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",-1.236,-20.07
"2013-08-02 21:45:00",94117,0,11.36,7.713,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",-1.295,-21.02
"2013-08-02 22:00:00",94118,0,11.25,7.157,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",-1.335,-21.68
"2013-08-02 22:15:00",94119,0,11.07,6.688,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",-1.377,-22.35
"2013-08-02 22:30:00",94120,0,10.97,6.29,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",-1.403,-22.78
"2013-08-02 22:45:00",94121,0,10.85,5.916,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",-1.41,-22.9
"2013-08-02 23:00:00",94122,0,10.66,5.714,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",-1.421,-23.07
"2013-08-02 23:15:00",94123,0,10.47,5.885,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.411,-22.91
"2013-08-02 23:30:00",94124,0,10.38,6.306,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.364,-22.14
"2013-08-02 23:45:00",94125,0,10.5,6.625,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.324,-21.49
"2013-08-03 00:00:00",94126,0,10.46,6.754,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.308,-21.23
"2013-08-03 00:15:00",94127,0,10.44,6.893,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.214,-19.7
"2013-08-03 00:30:00",94128,0,10.49,7.034,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.13,-18.35
"2013-08-03 00:45:00",94129,0,10.5,7.137,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.086,-17.63
"2013-08-03 01:00:00",94130,0,10.56,7.085,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.068,-17.33
"2013-08-03 01:15:00",94131,0,10.54,6.838,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.092,-17.73
"2013-08-03 01:30:00",94132,0,10.47,6.595,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.114,-18.09
"2013-08-03 01:45:00",94133,0,10.42,6.313,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.164,-18.89
"2013-08-03 02:00:00",94134,0,10.32,6.029,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.208,-19.61
"2013-08-03 02:15:00",94135,0,10.29,5.783,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.232,-20
"2013-08-03 02:30:00",94136,0,10.24,5.437,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.265,-20.53
"2013-08-03 02:45:00",94137,0,10.11,5.197,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",-1.289,-20.92
"2013-08-03 03:00:00",94138,0,10.01,5.023,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.306,-21.21
"2013-08-03 03:15:00",94139,0,9.9,5.045,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.319,-21.41
"2013-08-03 03:30:00",94140,0,9.86,5.138,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.322,-21.46
"2013-08-03 03:45:00",94141,0,9.83,5.244,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.329,-21.58
"2013-08-03 04:00:00",94142,0,9.85,5.265,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.333,-21.64
"2013-08-03 04:15:00",94143,0,9.78,5.231,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.341,-21.78
"2013-08-03 04:30:00",94144,0,9.73,5.22,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.331,-21.61
"2013-08-03 04:45:00",94145,0,9.71,5.137,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.313,-21.32
"2013-08-03 05:00:00",94146,0,9.7,4.962,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.321,-21.44
"2013-08-03 05:15:00",94147,0,9.68,4.645,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.36,-22.08
"2013-08-03 05:30:00",94148,0,9.58,4.249,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.416,-22.99
"2013-08-03 05:45:00",94149,0,9.46,3.991,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-1.442,-23.4
"2013-08-03 06:00:00",94150,0,9.43,3.734,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.453,-23.6
"2013-08-03 06:15:00",94151,0,9.37,3.419,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.484,-24.08
"2013-08-03 06:30:00",94152,0,9.32,3.006,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.525,-24.76
"2013-08-03 06:45:00",94153,0,9.2,2.604,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.564,-25.39
"2013-08-03 07:00:00",94154,0,9.14,2.279,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.582,-25.68
"2013-08-03 07:15:00",94155,0,9.08,1.929,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.584,-25.72
"2013-08-03 07:30:00",94156,0,8.92,1.782,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.566,-25.42
"2013-08-03 07:45:00",94157,0,8.69,2.147,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.504,-24.41
"2013-08-03 08:00:00",94158,0,8.51,3.265,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.371,-22.25
"2013-08-03 08:15:00",94159,0,8.51,4.974,0.085,0.06,0.159,"NAN","NAN","NAN","NAN",-1.15,-18.68
"2013-08-03 08:30:00",94160,0,8.73,7.074,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-0.842,-13.67
"2013-08-03 08:45:00",94161,0,9.09,9.3,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-0.526,-8.53
"2013-08-03 09:00:00",94162,0,9.51,11.28,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-0.26,-4.223
"2013-08-03 09:15:00",94163,0,9.84,12.85,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",-0.017,-0.27
"2013-08-03 09:30:00",94164,0,10.11,14.56,0.085,0.061,0.159,"NAN","NAN","NAN","NAN",0.321,5.219
"2013-08-03 09:45:00",94165,0,10.63,16.33,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",0.668,10.84
"2013-08-03 10:00:00",94166,0,11.28,17.6,0.085,0.061,0.158,"NAN","NAN","NAN","NAN",0.843,13.68
"2013-08-03 10:15:00",94167,0,11.69,18.2,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",0.858,13.93
"2013-08-03 10:30:00",94168,0,11.89,18.51,0.085,0.061,0.157,"NAN","NAN","NAN","NAN",0.872,14.16
"2013-08-03 10:45:00",94169,0,12.14,18.87,0.085,0.061,0.156,"NAN","NAN","NAN","NAN",0.973,15.8
"2013-08-03 11:00:00",94170,0,12.46,19.25,0.085,0.061,0.156,"NAN","NAN","NAN","NAN",1.143,18.55
"2013-08-03 11:15:00",94171,0,12.81,19.56,0.085,0.061,0.156,"NAN","NAN","NAN","NAN",1.351,21.94
"2013-08-03 11:30:00",94172,0,13.13,19.84,0.085,0.061,0.155,"NAN","NAN","NAN","NAN",1.532,24.87
"2013-08-03 11:45:00",94173,0,13.45,20.17,0.085,0.061,0.155,"NAN","NAN","NAN","NAN",1.698,27.57
"2013-08-03 12:00:00",94174,0,13.84,20.65,0.085,0.061,0.155,"NAN","NAN","NAN","NAN",1.892,30.72
"2013-08-03 12:15:00",94175,0,14.27,21.13,0.085,0.061,0.154,"NAN","NAN","NAN","NAN",2.065,33.52
"2013-08-03 12:30:00",94176,0,14.64,21.4,0.085,0.061,0.154,"NAN","NAN","NAN","NAN",2.187,35.5
"2013-08-03 12:45:00",94177,0,14.87,21.38,0.084,0.061,0.153,"NAN","NAN","NAN","NAN",2.228,36.17
"2013-08-03 13:00:00",94178,0,14.98,21.32,0.084,0.061,0.153,"NAN","NAN","NAN","NAN",2.221,36.05
"2013-08-03 13:15:00",94179,0,15.15,21.5,0.084,0.061,0.153,"NAN","NAN","NAN","NAN",2.295,37.26
"2013-08-03 13:30:00",94180,0,15.39,21.69,0.084,0.061,0.153,"NAN","NAN","NAN","NAN",2.333,37.87
"2013-08-03 13:45:00",94181,0,15.49,21.73,0.084,0.061,0.152,"NAN","NAN","NAN","NAN",2.325,37.75
"2013-08-03 14:00:00",94182,0,15.54,21.69,0.084,0.061,0.152,"NAN","NAN","NAN","NAN",2.255,36.61
"2013-08-03 14:15:00",94183,0,15.58,21.6,0.084,0.061,0.152,"NAN","NAN","NAN","NAN",2.167,35.18
"2013-08-03 14:30:00",94184,0,15.56,21.44,0.084,0.061,0.152,"NAN","NAN","NAN","NAN",2.032,32.98
"2013-08-03 14:45:00",94185,0,15.5,21.23,0.084,0.061,0.151,"NAN","NAN","NAN","NAN",1.871,30.37
"2013-08-03 15:00:00",94186,0,15.41,21,0.084,0.06,0.151,"NAN","NAN","NAN","NAN",1.688,27.41
"2013-08-03 15:15:00",94187,0,15.32,20.76,0.084,0.06,0.151,"NAN","NAN","NAN","NAN",1.518,24.65
"2013-08-03 15:30:00",94188,0,15.22,20.51,0.084,0.06,0.151,"NAN","NAN","NAN","NAN",1.362,22.11
"2013-08-03 15:45:00",94189,0,15.11,20.27,0.084,0.06,0.151,"NAN","NAN","NAN","NAN",1.21,19.64
"2013-08-03 16:00:00",94190,0,14.99,19.97,0.084,0.06,0.151,"NAN","NAN","NAN","NAN",1.045,16.96
"2013-08-03 16:15:00",94191,0,14.88,19.61,0.084,0.06,0.151,"NAN","NAN","NAN","NAN",0.879,14.27
"2013-08-03 16:30:00",94192,0,14.74,19.16,0.084,0.06,0.151,"NAN","NAN","NAN","NAN",0.699,11.35
"2013-08-03 16:45:00",94193,0,14.59,18.53,0.084,0.06,0.151,"NAN","NAN","NAN","NAN",0.508,8.25
"2013-08-03 17:00:00",94194,0,14.38,17.74,0.084,0.06,0.151,"NAN","NAN","NAN","NAN",0.299,4.853
"2013-08-03 17:15:00",94195,0,14.15,16.91,0.084,0.06,0.151,"NAN","NAN","NAN","NAN",0.113,1.826
"2013-08-03 17:30:00",94196,0,13.89,16.07,0.083,0.06,0.151,"NAN","NAN","NAN","NAN",-0.043,-0.704
"2013-08-03 17:45:00",94197,0,13.68,15.27,0.083,0.06,0.151,"NAN","NAN","NAN","NAN",-0.173,-2.806
"2013-08-03 18:00:00",94198,0,13.45,14.57,0.083,0.06,0.151,"NAN","NAN","NAN","NAN",-0.296,-4.807
"2013-08-03 18:15:00",94199,0,13.24,13.98,0.083,0.06,0.151,"NAN","NAN","NAN","NAN",-0.395,-6.413
"2013-08-03 18:30:00",94200,0,13.08,13.48,0.083,0.06,0.151,"NAN","NAN","NAN","NAN",-0.475,-7.707
"2013-08-03 18:45:00",94201,0,12.89,12.98,0.083,0.06,0.152,"NAN","NAN","NAN","NAN",-0.543,-8.81
"2013-08-03 19:00:00",94202,0,12.66,12.73,0.083,0.06,0.152,"NAN","NAN","NAN","NAN",-0.597,-9.7
"2013-08-03 19:15:00",94203,0,12.58,12.6,0.083,0.06,0.152,"NAN","NAN","NAN","NAN",-0.625,-10.15
"2013-08-03 19:30:00",94204,0,12.53,12.34,0.083,0.06,0.152,"NAN","NAN","NAN","NAN",-0.675,-10.96
"2013-08-03 19:45:00",94205,0,12.36,12.07,0.083,0.06,0.152,"NAN","NAN","NAN","NAN",-0.735,-11.93
"2013-08-03 20:00:00",94206,0,12.22,11.95,0.083,0.06,0.152,"NAN","NAN","NAN","NAN",-0.767,-12.45
"2013-08-03 20:15:00",94207,0,12.16,11.8,0.083,0.06,0.152,"NAN","NAN","NAN","NAN",-0.782,-12.7
"2013-08-03 20:30:00",94208,0,12.09,11.55,0.083,0.06,0.152,"NAN","NAN","NAN","NAN",-0.798,-12.95
"2013-08-03 20:45:00",94209,0,12.05,11.2,0.083,0.06,0.153,"NAN","NAN","NAN","NAN",-0.822,-13.34
"2013-08-03 21:00:00",94210,0,11.91,10.81,0.083,0.06,0.153,"NAN","NAN","NAN","NAN",-0.868,-14.09
"2013-08-03 21:15:00",94211,0,11.85,10.44,0.083,0.06,0.153,"NAN","NAN","NAN","NAN",-0.912,-14.8
"2013-08-03 21:30:00",94212,0,11.75,10,0.083,0.06,0.153,"NAN","NAN","NAN","NAN",-0.968,-15.72
"2013-08-03 21:45:00",94213,0,11.7,9.41,0.083,0.06,0.153,"NAN","NAN","NAN","NAN",-1.039,-16.86
"2013-08-03 22:00:00",94214,0,11.57,8.7,0.083,0.06,0.153,"NAN","NAN","NAN","NAN",-1.118,-18.15
"2013-08-03 22:15:00",94215,0,11.39,7.995,0.083,0.06,0.153,"NAN","NAN","NAN","NAN",-1.194,-19.38
"2013-08-03 22:30:00",94216,0,11.15,7.507,0.083,0.06,0.153,"NAN","NAN","NAN","NAN",-1.245,-20.22
"2013-08-03 22:45:00",94217,0,11.03,7.211,0.083,0.06,0.153,"NAN","NAN","NAN","NAN",-1.273,-20.67
"2013-08-03 23:00:00",94218,0,10.91,6.992,0.083,0.06,0.153,"NAN","NAN","NAN","NAN",-1.304,-21.17
"2013-08-03 23:15:00",94219,0,10.77,6.887,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-1.322,-21.46
"2013-08-03 23:30:00",94220,0,10.68,6.892,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-1.294,-21
"2013-08-03 23:45:00",94221,0,10.56,7.126,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-1.218,-19.77
"2013-08-04 00:00:00",94222,0,10.54,7.458,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-1.129,-18.33
"2013-08-04 00:15:00",94223,0,10.57,7.893,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-1.063,-17.26
"2013-08-04 00:30:00",94224,0,10.67,8.17,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-1.011,-16.42
"2013-08-04 00:45:00",94225,0,10.67,8.27,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-0.984,-15.97
"2013-08-04 01:00:00",94226,0,10.6,8.46,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-0.974,-15.82
"2013-08-04 01:15:00",94227,0,10.65,8.63,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-0.977,-15.87
"2013-08-04 01:30:00",94228,0,10.64,8.69,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-0.99,-16.07
"2013-08-04 01:45:00",94229,0,10.63,8.64,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-1.01,-16.4
"2013-08-04 02:00:00",94230,0,10.59,8.45,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-1.037,-16.83
"2013-08-04 02:15:00",94231,0,10.54,8.21,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-1.044,-16.95
"2013-08-04 02:30:00",94232,0,10.38,8.11,0.083,0.06,0.154,"NAN","NAN","NAN","NAN",-1.04,-16.88
"2013-08-04 02:45:00",94233,0,10.22,8.44,0.083,0.06,0.155,"NAN","NAN","NAN","NAN",-1.024,-16.62
"2013-08-04 03:00:00",94234,0,10.11,9.03,0.083,0.06,0.155,"NAN","NAN","NAN","NAN",-0.985,-15.99
"2013-08-04 03:15:00",94235,0,10.12,9.86,0.083,0.06,0.155,"NAN","NAN","NAN","NAN",-0.916,-14.87
"2013-08-04 03:30:00",94236,0,10.33,10.51,0.082,0.06,0.155,"NAN","NAN","NAN","NAN",-0.844,-13.69
"2013-08-04 03:45:00",94237,0,10.51,10.8,0.083,0.06,0.155,"NAN","NAN","NAN","NAN",-0.803,-13.04
"2013-08-04 04:00:00",94238,0,10.53,10.87,0.082,0.06,0.155,"NAN","NAN","NAN","NAN",-0.794,-12.89
"2013-08-04 04:15:00",94239,0,10.56,10.91,0.082,0.06,0.155,"NAN","NAN","NAN","NAN",-0.79,-12.82
"2013-08-04 04:30:00",94240,0,10.67,10.71,0.083,0.06,0.155,"NAN","NAN","NAN","NAN",-0.789,-12.81
"2013-08-04 04:45:00",94241,0,10.68,10.21,0.082,0.06,0.155,"NAN","NAN","NAN","NAN",-0.827,-13.43
"2013-08-04 05:00:00",94242,0,10.6,9.59,0.082,0.06,0.155,"NAN","NAN","NAN","NAN",-0.888,-14.42
"2013-08-04 05:15:00",94243,0,10.48,9.05,0.082,0.06,0.155,"NAN","NAN","NAN","NAN",-0.953,-15.46
"2013-08-04 05:30:00",94244,0,10.38,8.67,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-1.001,-16.25
"2013-08-04 05:45:00",94245,0,10.42,8.17,0.082,0.06,0.155,"NAN","NAN","NAN","NAN",-1.042,-16.92
"2013-08-04 06:00:00",94246,0,10.29,7.494,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-1.121,-18.2
"2013-08-04 06:15:00",94247,0,10.1,7.068,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-1.182,-19.19
"2013-08-04 06:30:00",94248,0,9.96,6.797,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-1.204,-19.55
"2013-08-04 06:45:00",94249,0,9.86,6.693,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-1.201,-19.5
"2013-08-04 07:00:00",94250,0,9.74,6.795,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-1.179,-19.14
"2013-08-04 07:15:00",94251,0,9.68,7.123,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-1.137,-18.46
"2013-08-04 07:30:00",94252,0,9.76,7.462,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-1.082,-17.56
"2013-08-04 07:45:00",94253,0,9.77,7.624,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-1.068,-17.34
"2013-08-04 08:00:00",94254,0,9.58,7.946,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-1.04,-16.88
"2013-08-04 08:15:00",94255,0,9.43,9.12,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-0.872,-14.15
"2013-08-04 08:30:00",94256,0,9.7,10.66,0.082,0.059,0.155,"NAN","NAN","NAN","NAN",-0.581,-9.44
