"TOA5","ROS_2","CR1000","33753","CR1000.Std.19","CPU:ROS02.ROS07.29.6.2012.CR1","45400","ROS02Table15min"
"TIMESTAMP","RECORD","Rain_mm_Tot","VW(1)","VW(2)","VW(3)","VW(4)","VW(5)","VW(6)","VW(7)","VW(8)","PA_uS(1)","PA_uS(2)","PA_uS(3)","PA_uS(4)","PA_uS(5)","PA_uS(6)","PA_uS(7)","PA_uS(8)","HalfBR_Avg(1)","HalfBR_Avg(2)","HalfBR_Avg(3)","SoilTemp_Avg(1)","SoilTemp_Avg(2)","SoilTemp_Avg(3)"
"2013-07-31 02:15:00",38051,0,0.359,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.57,26.9,29.03,14.77,15.08,15.12,18.96,15.06,0.316,0.322,0.023,15.41,14.88,95.3
"2013-07-31 02:30:00",38052,0,0.359,0.271,0.341,-0.007,-0.002,-0.002,0.11,-0.002,29.55,26.9,29.03,14.76,15.08,15.11,21,15.06,0.317,0.319,0.026,15.35,15.16,91.3
"2013-07-31 02:45:00",38053,0,0.359,0.271,0.34,-0.007,-0.002,-0.001,0.066,-0.002,29.55,26.9,29.01,14.77,15.07,15.12,18.96,15.06,0.32,0.32,0.03,15.05,15.02,86.5
"2013-07-31 03:00:00",38054,0,0.359,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.55,26.91,29.03,14.77,15.07,15.14,18.95,15.06,0.321,0.321,0.03,14.94,14.9,86.8
"2013-07-31 03:15:00",38055,0,0.359,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.55,26.91,29.03,14.77,15.08,15.12,18.95,15.06,0.322,0.323,0.026,14.82,14.79,91.2
"2013-07-31 03:30:00",38056,0,0.359,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.55,26.91,29.03,14.77,15.1,15.14,18.95,15.06,0.332,0.332,0.054,13.84,13.85,73.42
"2013-07-31 03:45:00",38057,0,0.359,0.271,0.341,-0.006,-0.002,-0.001,0.066,-0.002,29.55,26.9,29.03,14.78,15.08,15.12,18.95,15.07,0.34,0.339,0.073,13.14,13.18,58.43
"2013-07-31 04:00:00",38058,0,0.359,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.55,26.9,29.03,14.77,15.1,15.14,18.95,15.06,0.34,0.34,0.074,13.13,13.14,58.17
"2013-07-31 04:15:00",38059,0,0.359,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.55,26.9,29.03,14.77,15.1,15.12,18.95,15.07,0.34,0.341,0.073,13.12,13.04,58.67
"2013-07-31 04:30:00",38060,0,0.359,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.55,26.9,29.03,14.77,15.08,15.14,18.95,15.06,0.34,0.341,0.069,13.1,13.01,60.28
"2013-07-31 04:45:00",38061,0,0.359,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.55,26.9,29.03,14.77,15.1,15.12,18.96,15.07,0.34,0.341,0.067,13.09,13.05,61.15
"2013-07-31 05:00:00",38062,0,0.359,0.271,0.341,-0.006,-0.002,-0.001,0.066,-0.002,29.55,26.9,29.03,14.78,15.08,15.14,18.96,15.07,0.34,0.34,0.066,13.08,13.06,61.63
"2013-07-31 05:15:00",38063,0,0.358,0.271,0.341,-0.006,-0.002,-0.001,0.066,-0.002,29.54,26.9,29.03,14.78,15.08,15.12,18.96,15.06,0.34,0.341,0.062,13.07,13.04,63.52
"2013-07-31 05:30:00",38064,0,0.358,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.54,26.9,29.03,14.77,15.1,15.14,18.95,15.06,0.34,0.34,0.057,13.06,13.11,65.84
"2013-07-31 05:45:00",38065,0,0.358,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.54,26.9,29.03,14.77,15.1,15.14,18.96,15.06,0.341,0.34,0.052,13.05,13.14,68.72
"2013-07-31 06:00:00",38066,0,0.358,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.54,26.9,29.03,14.77,15.1,15.14,18.96,15.07,0.341,0.341,0.047,13.04,13.04,72.2
"2013-07-31 06:15:00",38067,0,0.358,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.54,26.9,29.03,14.77,15.1,15.14,18.95,15.07,0.341,0.34,0.044,13.03,13.08,73.9
"2013-07-31 06:30:00",38068,0,0.358,0.271,0.341,-0.006,-0.002,-0.001,0.066,-0.002,29.54,26.9,29.03,14.78,15.1,15.12,18.95,15.06,0.341,0.34,0.043,13.02,13.09,74.82
"2013-07-31 06:45:00",38069,0,0.358,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.54,26.9,29.03,14.77,15.1,15.14,18.95,15.06,0.341,0.34,0.04,13.02,13.12,77.17
"2013-07-31 07:00:00",38070,0,0.359,0.271,0.34,-0.007,-0.002,-0.001,0.066,-0.002,29.55,26.91,29.01,14.77,15.1,15.12,18.95,15.07,0.341,0.339,0.04,13.01,13.16,76.55
"2013-07-31 07:15:00",38071,0,0.359,0.271,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.55,26.9,"NAN","NAN",15.1,15.14,18.95,15.07,0.341,0.339,0.043,13,13.17,74.57
"2013-07-31 07:30:00",38072,0,0.359,0.271,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.55,26.9,"NAN","NAN",15.1,15.12,18.95,15.07,0.341,0.339,0.036,13,13.25,80.5
"2013-07-31 07:45:00",38073,0,0.358,0.271,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.54,26.9,"NAN","NAN",15.1,15.15,18.95,15.07,0.341,0.338,0.032,12.99,13.33,84.2
"2013-07-31 08:00:00",38074,0,0.359,0.271,0.341,-0.007,-0.002,-0.001,0.066,-0.002,29.55,26.9,29.03,14.77,15.1,15.14,18.95,15.06,0.341,0.336,0.026,12.98,13.48,91.7
"2013-07-31 08:15:00",38075,0,0.359,0.271,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.55,26.9,"NAN","NAN",15.1,15.14,18.95,15.07,0.341,0.336,0.022,12.97,13.5,96.8
"2013-07-31 08:30:00",38076,0,0.359,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.55,26.88,"NAN","NAN",15.1,15.14,18.95,15.07,0.341,0.334,0.084,12.98,13.72,69.58
"2013-07-31 08:45:00",38077,0,0.359,0.271,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.55,26.9,"NAN","NAN",15.1,15.15,18.95,15.07,0.34,0.324,0.076,13.09,14.61,84.5
"2013-07-31 09:00:00",38078,0,0.358,0.271,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.54,26.9,"NAN","NAN",15.1,15.14,18.95,15.07,0.307,0.292,"NAN",16.41,17.99,"NAN"
"2013-07-31 09:15:00",38079,0,0.358,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.54,26.88,"NAN","NAN",15.1,15.14,18.95,15.07,0.289,0.273,"NAN",18.21,20.02,"NAN"
"2013-07-31 09:30:00",38080,0,0.358,0.271,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.54,26.9,"NAN","NAN",15.1,15.14,18.96,15.07,0.297,0.275,"NAN",17.43,19.8,"NAN"
"2013-07-31 09:45:00",38081,0,0.358,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.54,26.88,"NAN","NAN",15.08,15.14,18.95,15.07,0.303,0.251,0.003,16.79,22.61,210.8
"2013-07-31 10:00:00",38082,0,0.358,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.54,26.88,"NAN","NAN",15.11,15.14,18.95,15.06,0.306,0.264,0.007,16.42,20.97,142.6
"2013-07-31 10:15:00",38083,0,0.358,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.54,26.87,"NAN","NAN",15.1,15.14,18.96,15.07,0.31,0.278,"NAN",16.03,19.36,"NAN"
"2013-07-31 10:30:00",38084,0,0.358,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.54,26.88,"NAN","NAN",15.1,15.14,18.96,15.06,0.309,0.279,0.006,16.16,19.31,148.2
"2013-07-31 10:45:00",38085,0,0.358,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.53,26.87,"NAN","NAN",15.1,15.14,18.96,15.06,0.306,0.275,0.005,16.47,19.73,150.5
"2013-07-31 11:00:00",38086,0,0.358,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.53,26.87,"NAN","NAN",15.1,15.14,18.98,15.06,0.297,0.271,0.005,17.35,20.22,155.4
"2013-07-31 11:15:00",38087,0,0.358,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.53,26.87,"NAN","NAN",15.1,15.15,18.96,15.06,0.292,0.265,"NAN",17.87,20.89,"NAN"
"2013-07-31 11:30:00",38088,0,0.358,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.53,26.87,"NAN","NAN",15.1,15.14,18.98,15.06,0.282,0.263,"NAN",18.93,21.09,"NAN"
"2013-07-31 11:45:00",38089,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.066,-0.003,29.53,26.86,"NAN","NAN",15.1,15.15,18.98,15.04,0.283,0.272,"NAN",18.88,20.1,"NAN"
"2013-07-31 12:00:00",38090,0,0.358,0.27,"NAN","NAN",-0.002,-0.001,0.066,-0.003,29.53,26.87,"NAN","NAN",15.1,15.14,18.99,15.04,0.285,0.272,0.005,18.64,20.13,155.8
"2013-07-31 12:15:00",38091,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.53,26.86,"NAN","NAN",15.1,15.14,18.98,15.06,0.285,0.262,0.005,18.62,21.22,158.5
"2013-07-31 12:30:00",38092,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.53,26.84,"NAN","NAN",15.1,15.15,18.99,15.06,0.287,0.262,"NAN",18.46,21.16,"NAN"
"2013-07-31 12:45:00",38093,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.066,-0.002,29.53,26.86,"NAN","NAN",15.1,15.15,18.99,15.06,0.29,0.272,"NAN",18.07,20.02,"NAN"
"2013-07-31 13:00:00",38094,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.066,-0.003,29.51,26.84,"NAN","NAN",15.1,15.15,18.99,15.04,0.291,0.275,"NAN",18,19.79,"NAN"
"2013-07-31 13:15:00",38095,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.067,-0.002,29.53,26.84,"NAN","NAN",15.11,15.14,19,15.06,0.29,0.272,0.003,18.12,20.11,176.4
"2013-07-31 13:30:00",38096,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.067,-0.002,29.53,26.84,"NAN","NAN",15.1,15.15,19,15.06,0.289,0.266,0.003,18.2,20.78,181
"2013-07-31 13:45:00",38097,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.066,-0.003,29.51,26.84,"NAN","NAN",15.08,15.14,18.99,15.04,0.289,0.267,0.003,18.25,20.68,185.9
"2013-07-31 14:00:00",38098,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.067,-0.003,29.51,26.83,"NAN","NAN",15.1,15.15,19,15.04,0.288,0.271,"NAN",18.31,20.2,"NAN"
"2013-07-31 14:15:00",38099,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.067,-0.003,29.51,26.84,"NAN","NAN",15.1,15.14,19,15.04,0.288,0.276,"NAN",18.33,19.62,"NAN"
"2013-07-31 14:30:00",38100,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.067,-0.003,29.51,26.83,"NAN","NAN",15.08,15.15,19,15.04,0.288,0.282,0.005,18.34,19.01,157
"2013-07-31 14:45:00",38101,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.067,-0.003,29.51,26.83,"NAN","NAN",15.08,15.14,19,15.04,0.287,0.281,0.005,18.41,19.08,155.4
"2013-07-31 15:00:00",38102,0,0.358,0.269,"NAN","NAN",-0.002,-0.001,0.067,-0.003,29.51,26.83,"NAN","NAN",15.08,15.14,19,15.04,0.287,0.282,"NAN",18.44,19,"NAN"
"2013-07-31 15:15:00",38103,0,0.358,0.269,0.339,-0.004,-0.002,-0.001,0.067,-0.003,29.51,26.83,28.97,14.92,15.1,15.14,19,15.04,0.286,0.282,0.007,18.48,19.02,140.4
"2013-07-31 15:30:00",38104,0,0.358,0.269,0.339,-0.004,-0.002,-0.001,0.067,-0.003,29.51,26.83,28.98,14.92,15.1,15.14,19,15.04,0.286,0.282,0.007,18.51,18.99,137.7
"2013-07-31 15:45:00",38105,0,0.358,0.268,0.339,-0.004,-0.002,-0.001,0.067,-0.003,29.51,26.81,28.98,14.92,15.1,15.14,19,15.03,0.286,0.283,0.007,18.49,18.88,138.4
"2013-07-31 16:00:00",38106,0,0.358,0.268,0.339,-0.004,-0.001,-0.001,0.067,-0.003,29.51,26.81,28.97,14.92,15.12,15.12,19,15.04,0.287,0.285,0.007,18.43,18.66,141.4
"2013-07-31 16:15:00",38107,0,0.358,0.268,0.339,-0.004,-0.002,-0.001,0.067,-0.003,29.51,26.81,28.97,14.92,15.11,15.14,19,15.04,0.287,0.286,0.007,18.43,18.49,141.3
"2013-07-31 16:30:00",38108,0,0.358,0.268,0.339,-0.004,-0.002,-0.001,0.067,-0.003,29.51,26.81,28.98,14.92,15.11,15.14,19,15.04,0.286,0.287,0.007,18.49,18.38,140.5
"2013-07-31 16:45:00",38109,0,0.358,0.268,0.339,-0.004,-0.002,-0.001,0.067,-0.003,29.51,26.81,28.98,14.92,15.08,15.14,19,15.04,0.287,0.289,0.007,18.47,18.25,142.5
"2013-07-31 17:00:00",38110,0,0.358,0.267,0.339,-0.004,-0.002,-0.001,0.067,-0.003,29.51,26.77,28.98,14.92,15.1,15.14,19,15.04,0.286,0.289,0.005,18.54,18.2,157.5
"2013-07-31 17:15:00",38111,0,0.358,0.267,0.339,-0.004,-0.002,-0.001,0.067,-0.003,29.51,26.77,28.97,14.92,15.11,15.12,19,15.04,0.28,0.287,0.006,19.2,18.45,148.3
"2013-07-31 17:30:00",38112,0,0.358,0.266,0.339,-0.004,-0.002,-0.001,0.067,-0.003,29.51,26.76,28.97,14.92,15.11,15.12,19,15.03,0.278,0.292,0.005,19.42,17.88,157.7
"2013-07-31 17:45:00",38113,0,0.358,0.266,0.339,-0.004,-0.002,-0.001,0.067,-0.003,29.51,26.76,28.97,14.92,15.11,15.12,19,15.04,0.284,0.305,0.005,18.78,16.56,168.6
"2013-07-31 18:00:00",38114,0,0.358,0.266,0.339,-0.005,-0.002,-0.002,0.066,-0.003,29.51,26.76,28.98,14.91,15.11,15.11,18.99,15.03,0.301,0.331,"NAN",17.02,13.95,"NAN"
"2013-07-31 18:15:00",38115,0,0.358,0.266,0.339,-0.005,-0.002,-0.001,0.066,-0.003,29.51,26.76,28.97,14.91,15.1,15.12,18.99,15.04,0.298,0.335,0.002,17.35,13.58,244.5
"2013-07-31 18:30:00",38116,0,0.357,0.266,0.339,-0.005,-0.002,-0.002,0.066,-0.003,29.5,26.76,28.97,14.91,15.11,15.11,18.98,15.04,0.32,0.364,"NAN",15.06,10.93,"NAN"
"2013-07-31 18:45:00",38117,0,0.357,0.266,0.339,-0.005,-0.002,-0.001,0.066,-0.003,29.5,26.76,28.97,14.91,15.1,15.12,18.98,15.04,0.323,0.37,0.008,14.7,10.39,136.4
"2013-07-31 19:00:00",38118,0,0.357,0.266,0.338,-0.005,-0.002,-0.001,0.066,-0.002,29.5,26.75,28.96,14.91,15.1,15.12,18.96,15.06,0.286,0.329,0.008,18.53,14.19,136.7
"2013-07-31 19:15:00",38119,0,0.357,0.266,0.339,-0.005,-0.002,-0.001,0.066,-0.002,29.5,26.76,28.97,14.91,15.1,15.12,18.96,15.06,0.283,0.325,0.007,18.87,14.51,139.8
"2013-07-31 19:30:00",38120,0,0.357,0.266,0.338,-0.005,-0.002,-0.001,0.066,-0.002,29.5,26.76,28.96,14.89,15.1,15.12,18.96,15.06,0.282,0.324,"NAN",18.99,14.63,"NAN"
"2013-07-31 19:45:00",38121,0,0.357,0.266,0.339,-0.005,-0.002,-0.001,0.066,-0.002,29.5,26.76,28.97,14.91,15.11,15.12,18.96,15.07,0.285,0.326,"NAN",18.68,14.42,"NAN"
"2013-07-31 20:00:00",38122,0,0.357,0.266,0.339,-0.005,-0.002,-0.001,0.066,-0.002,29.5,26.76,28.97,14.91,15.11,15.12,18.96,15.06,0.287,0.325,"NAN",18.42,14.51,"NAN"
"2013-07-31 20:15:00",38123,0,0.358,0.266,0.339,-0.005,-0.002,-0.001,0.066,-0.002,29.51,26.76,28.97,14.91,15.11,15.12,18.96,15.07,0.295,0.333,"NAN",17.62,13.74,"NAN"
"2013-07-31 20:30:00",38124,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.066,-0.002,29.5,26.76,28.97,14.91,15.12,15.12,18.95,15.06,0.292,0.333,0.015,17.86,13.74,110.1
"2013-07-31 20:45:00",38125,0,0.358,0.266,0.339,-0.005,-0.001,-0.001,0.066,-0.002,29.51,26.76,28.97,14.89,15.12,15.12,18.95,15.07,0.293,0.328,0.015,17.77,14.24,109.2
"2013-07-31 21:00:00",38126,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.066,-0.002,29.5,26.76,28.97,14.89,15.12,15.14,18.95,15.07,0.296,0.33,0.016,17.5,14.1,106.9
"2013-07-31 21:15:00",38127,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.065,-0.002,29.5,26.76,28.97,14.91,15.12,15.12,18.93,15.07,0.304,0.342,0.017,16.66,12.88,106.8
"2013-07-31 21:30:00",38128,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.065,-0.002,29.5,26.76,28.98,14.91,15.14,15.14,18.93,15.07,0.304,0.337,0.016,16.61,13.36,108.7
"2013-07-31 21:45:00",38129,0,0.357,0.267,0.339,-0.005,-0.001,-0.001,0.065,-0.002,29.5,26.77,28.97,14.91,15.15,15.15,18.93,15.07,0.306,0.337,"NAN",16.47,13.42,"NAN"
"2013-07-31 22:00:00",38130,0,0.357,0.267,0.339,-0.005,-0.001,-0.001,0.065,-0.002,29.5,26.77,28.97,14.91,15.15,15.15,18.92,15.07,0.307,0.332,0.016,16.33,13.85,108.8
"2013-07-31 22:15:00",38131,0,0.357,0.267,0.339,-0.004,-0.001,-0.001,0.065,-0.002,29.5,26.77,28.97,14.92,15.15,15.15,18.93,15.08,0.309,0.328,"NAN",16.16,14.28,"NAN"
"2013-07-31 22:30:00",38132,0,0.357,0.267,0.339,-0.004,-0.001,-0.001,0.065,-0.002,29.5,26.77,28.98,14.92,15.16,15.15,18.93,15.08,0.311,0.328,"NAN",15.91,14.26,"NAN"
"2013-07-31 22:45:00",38133,0,0.357,0.266,0.339,-0.004,-0.001,-0.001,0.065,-0.002,29.5,26.76,28.98,14.92,15.14,15.15,18.92,15.08,0.313,0.329,"NAN",15.76,14.15,"NAN"
"2013-07-31 23:00:00",38134,0,0.357,0.267,0.339,-0.005,-0.001,-0.001,0.065,-0.002,29.5,26.77,28.98,14.91,15.14,15.14,18.92,15.08,0.314,0.328,"NAN",15.6,14.24,"NAN"
"2013-07-31 23:15:00",38135,0,0.357,0.267,0.339,-0.004,-0.001,-0.001,0.065,-0.002,29.5,26.77,28.98,14.92,15.15,15.15,18.91,15.08,0.316,0.331,"NAN",15.45,13.96,"NAN"
"2013-07-31 23:30:00",38136,0,0.357,0.266,0.339,-0.004,-0.001,-0.001,0.065,-0.002,29.5,26.76,28.98,14.92,15.15,15.15,18.91,15.1,0.316,0.332,0.002,15.44,13.9,195.7
"2013-07-31 23:45:00",38137,0,0.357,0.267,0.339,-0.005,-0.001,-0.001,0.065,-0.002,29.5,26.77,28.98,14.91,15.15,15.15,18.91,15.1,0.315,0.328,"NAN",15.54,14.21,"NAN"
"2013-08-01 00:00:00",38138,0,0.357,0.267,0.339,-0.004,-0.001,-0.001,0.065,-0.002,29.5,26.77,28.98,14.92,15.14,15.14,18.91,15.1,0.314,0.329,"NAN",15.62,14.2,"NAN"
"2013-08-01 00:15:00",38139,0,0.357,0.267,0.339,-0.005,-0.001,-0.001,0.065,-0.002,29.49,26.77,28.98,14.91,15.15,15.15,18.89,15.1,0.312,0.327,"NAN",15.79,14.34,"NAN"
"2013-08-01 00:30:00",38140,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.065,-0.002,29.49,26.76,28.98,14.91,15.14,15.14,18.91,15.1,0.305,0.32,"NAN",16.55,15,"NAN"
"2013-08-01 00:45:00",38141,0,0.357,0.267,0.339,-0.004,-0.001,-0.001,0.065,-0.002,29.49,26.77,28.98,14.92,15.14,15.14,18.89,15.08,0.309,0.326,"NAN",16.18,14.42,"NAN"
"2013-08-01 01:00:00",38142,0,0.357,0.267,0.339,-0.005,-0.001,-0.001,0.064,-0.002,29.5,26.77,28.98,14.91,15.15,15.14,18.88,15.1,0.318,0.342,"NAN",15.21,12.9,"NAN"
"2013-08-01 01:15:00",38143,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.065,-0.002,29.49,26.76,28.98,14.91,15.15,15.15,18.89,15.1,0.321,0.348,"NAN",14.98,12.33,"NAN"
"2013-08-01 01:30:00",38144,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.064,-0.002,29.49,26.76,28.98,14.89,15.15,15.15,18.88,15.08,0.32,0.351,"NAN",15.03,12.1,"NAN"
"2013-08-01 01:45:00",38145,0,0.357,0.267,0.339,-0.005,-0.001,-0.001,0.064,-0.002,29.49,26.77,28.98,14.91,15.15,15.15,18.88,15.1,0.316,0.349,"NAN",15.43,12.26,"NAN"
"2013-08-01 02:00:00",38146,0,0.357,0.267,0.339,-0.005,-0.001,-0.001,0.064,-0.002,29.49,26.77,28.98,14.91,15.14,15.14,18.88,15.1,0.309,0.342,"NAN",16.11,12.92,"NAN"
"2013-08-01 02:15:00",38147,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.064,-0.002,29.49,26.76,28.97,14.89,15.15,15.15,18.87,15.1,0.334,0.374,"NAN",13.73,10.04,"NAN"
"2013-08-01 02:30:00",38148,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.064,-0.002,29.49,26.76,28.97,14.91,15.14,15.14,18.87,15.1,0.324,0.364,"NAN",14.69,10.92,"NAN"
"2013-08-01 02:45:00",38149,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.064,-0.002,29.49,26.76,28.97,14.91,15.15,15.14,18.87,15.1,0.338,0.377,"NAN",13.26,9.72,"NAN"
"2013-08-01 03:00:00",38150,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.064,-0.002,29.49,26.76,28.97,14.89,15.15,15.14,18.87,15.11,0.331,0.371,"NAN",14,10.29,"NAN"
"2013-08-01 03:15:00",38151,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.063,-0.002,29.49,26.76,28.98,14.88,15.15,15.14,18.84,15.1,0.323,0.366,"NAN",14.76,10.75,"NAN"
"2013-08-01 03:30:00",38152,0,0.357,0.266,0.339,-0.005,-0.001,-0.001,0.064,-0.002,29.49,26.76,28.97,14.89,15.15,15.14,18.85,15.11,0.312,0.351,"NAN",15.88,12.05,"NAN"
"2013-08-01 03:45:00",38153,0,0.356,0.266,0.339,-0.005,-0.001,-0.001,0.063,-0.002,29.47,26.76,28.98,14.89,15.14,15.14,18.84,15.1,0.305,0.344,"NAN",16.57,12.7,"NAN"
"2013-08-01 04:00:00",38154,0,0.356,0.266,0.339,-0.005,-0.001,-0.001,0.063,-0.002,29.47,26.76,28.98,14.89,15.14,15.14,18.84,15.1,0.319,0.357,"NAN",15.14,11.51,"NAN"
"2013-08-01 04:15:00",38155,0,0.356,0.266,0.339,-0.005,-0.001,-0.001,0.063,-0.002,29.47,26.76,28.97,14.89,15.15,15.14,18.83,15.1,0.33,0.374,"NAN",14.09,10,"NAN"
"2013-08-01 04:30:00",38156,0,0.356,0.266,0.339,-0.004,-0.001,-0.001,0.063,-0.002,29.47,26.76,28.98,14.97,15.18,15.16,18.83,15.08,0.323,0.365,"NAN",14.75,10.83,"NAN"
"2013-08-01 04:45:00",38157,0,0.357,0.267,0.34,-0.005,-0.001,-0.001,0.063,-0.002,29.5,26.77,29,14.91,15.16,15.15,18.84,15.08,0.35,0.392,"NAN",12.18,8.42,"NAN"
"2013-08-01 05:00:00",38158,0,0.359,0.267,0.345,-0.005,-0.001,-0.001,0.063,-0.002,29.57,26.79,29.15,14.91,15.18,15.18,18.83,15.1,0.346,0.384,"NAN",12.59,9.11,"NAN"
"2013-08-01 05:15:00",38159,0,0.361,0.268,0.346,-0.005,-0.001,-0.001,0.063,-0.002,29.62,26.81,29.19,14.91,15.18,15.18,18.83,15.1,0.319,0.353,0.36,15.18,11.93,11.29
"2013-08-01 05:30:00",38160,0,0.363,0.269,0.347,-0.005,-0.001,-0.001,0.063,-0.002,29.68,26.83,29.22,14.89,15.18,15.18,18.83,15.1,0.321,0.357,0.363,14.97,11.55,11.01
