"TOA5","ROS_5","CR1000","33756","CR1000.Std.19","CPU:ROS05.ROS11.29.6.2012.CR1","55334","ROS05Table05min"
"TIMESTAMP","RECORD","AirTC","RH","PPFD_Avg"
"TS","RN","Deg C","%","umol m-2 s-1"
"","","Smp","Smp","Avg"
"2013-04-30 00:00:00",87418,17.87,164.7,0.257
"2013-04-30 00:05:00",87419,17.6,164.6,0.245
"2013-04-30 00:10:00",87420,17.53,164.7,0.248
"2013-04-30 00:15:00",87421,17.2,164.7,0.271
"2013-04-30 00:20:00",87422,16.83,164.9,0.259
"2013-04-30 00:25:00",87423,17.23,165.4,0.251
"2013-04-30 00:30:00",87424,16.76,164.8,0.251
"2013-04-30 00:35:00",87425,16.13,165.3,0.257
"2013-04-30 00:40:00",87426,16.39,165.7,0.254
"2013-04-30 00:45:00",87427,16.53,164.7,0.273
"2013-04-30 00:50:00",87428,16.63,164.8,0.287
"2013-04-30 00:55:00",87429,17.34,165.2,0.305
"2013-04-30 01:00:00",87430,16.4,164.9,0.311
"2013-04-30 01:05:00",87431,16.06,165.2,0.317
"2013-04-30 01:10:00",87432,16.37,164.8,0.327
"2013-04-30 01:15:00",87433,16.87,164.8,0.325
"2013-04-30 01:20:00",87434,17.38,164.7,0.31
"2013-04-30 01:25:00",87435,17.31,164.7,0.285
"2013-04-30 01:30:00",87436,17.34,165.5,0.286
"2013-04-30 01:35:00",87437,16.84,165,0.277
"2013-04-30 01:40:00",87438,16.91,165.2,0.273
"2013-04-30 01:45:00",87439,17.14,165.6,0.295
"2013-04-30 01:50:00",87440,17.17,164.8,0.284
"2013-04-30 01:55:00",87441,17.75,165,0.257
"2013-04-30 02:00:00",87442,17.71,164.7,0.253
"2013-04-30 02:05:00",87443,17.74,164.8,0.266
"2013-04-30 02:10:00",87444,17.78,164.9,0.277
"2013-04-30 02:15:00",87445,17.98,165.4,0.273
"2013-04-30 02:20:00",87446,18.28,164.9,0.254
"2013-04-30 02:25:00",87447,17.91,165.5,0.246
"2013-04-30 02:30:00",87448,17.64,164.7,0.241
"2013-04-30 02:35:00",87449,17.91,164.8,0.239
"2013-04-30 02:40:00",87450,17.48,165.5,0.237
"2013-04-30 02:45:00",87451,16.87,164.6,0.256
"2013-04-30 02:50:00",87452,17.74,164.9,0.24
"2013-04-30 02:55:00",87453,17.64,165.2,0.239
"2013-04-30 03:00:00",87454,16.97,165,0.235
"2013-04-30 03:05:00",87455,17.24,165,0.233
"2013-04-30 03:10:00",87456,17.44,165.1,0.229
"2013-04-30 03:15:00",87457,17.78,165.5,0.24
"2013-04-30 03:20:00",87458,17.68,165.2,0.245
