"TOA5","ROS_4","CR1000","33752","CR1000.Std.19","CPU:ROS04.ROS09.29.6.2012.CR1","44527","ROS04Table05min"
"TIMESTAMP","RECORD","AirTC","RH","PPFD_Avg"
"TS","RN","Deg C","%","umol m-2 s-1"
"","","Smp","Smp","Avg"
"2013-05-31 00:00:00",96563,8.99,99.2,-0.002
"2013-05-31 00:05:00",96564,8.72,96,-0.002
"2013-05-31 00:10:00",96565,8.88,100,-0.002
"2013-05-31 00:15:00",96566,8.89,100,-0.002
"2013-05-31 00:20:00",96567,9.02,100,-0.002
"2013-05-31 00:25:00",96568,8.79,99.4,-0.002
"2013-05-31 00:30:00",96569,8.92,97.9,-0.002
"2013-05-31 00:35:00",96570,7.674,93.8,-0.002
"2013-05-31 00:40:00",96571,8.45,100,-0.002
"2013-05-31 00:45:00",96572,8.28,98.5,-0.002
"2013-05-31 00:50:00",96573,7.979,99.1,-0.002
"2013-05-31 00:55:00",96574,8.11,100,-0.001
"2013-05-31 01:00:00",96575,8.49,100,-0.001
"2013-05-31 01:05:00",96576,8.18,100,-0.001
"2013-05-31 01:10:00",96577,8.45,100,-0.002
"2013-05-31 01:15:00",96578,8.72,100,-0.001
"2013-05-31 01:20:00",96579,8.39,99.6,-0.001
"2013-05-31 01:25:00",96580,8.15,100,-0.002
"2013-05-31 01:30:00",96581,7.844,99.4,-0.002
"2013-05-31 01:35:00",96582,8.01,100,-0.001
"2013-05-31 01:40:00",96583,8.39,100,-0.001
"2013-05-31 01:45:00",96584,8.59,100,-0.001
"2013-05-31 01:50:00",96585,8.79,100,-0.001
"2013-05-31 01:55:00",96586,8.99,100,-0.002
"2013-05-31 02:00:00",96587,9.03,100,-0.001
"2013-05-31 02:05:00",96588,8.96,100,-0.001
"2013-05-31 02:10:00",96589,9.06,100,-0.001
"2013-05-31 02:15:00",96590,9.1,100,-0.002
"2013-05-31 02:20:00",96591,9.26,100,-0.001
"2013-05-31 02:25:00",96592,9.33,100,-0.001
"2013-05-31 02:30:00",96593,9.5,100,-0.001
"2013-05-31 02:35:00",96594,9.6,100,-0.002
"2013-05-31 02:40:00",96595,9.74,100,-0.002
"2013-05-31 02:45:00",96596,9.84,100,-0.002
"2013-05-31 02:50:00",96597,9.77,100,-0.002
"2013-05-31 02:55:00",96598,9.67,100,-0.002
"2013-05-31 03:00:00",96599,9.7,100,-0.002
"2013-05-31 03:05:00",96600,9.67,100,-0.002
"2013-05-31 03:10:00",96601,9.57,100,-0.002
"2013-05-31 03:15:00",96602,9.36,100,-0.002
"2013-05-31 03:20:00",96603,9.29,100,-0.002
