"TOA5","ROS_2","CR1000","33753","CR1000.Std.19","CPU:ROS02.ROS07.29.6.2012.CR1","45400","ROS02Table05min"
"TIMESTAMP","RECORD","AirTC","RH","PPFD_Avg"
"TS","RN","Deg C","%","umol m-2 s-1"
"","","Smp","Smp","Avg"
"2013-07-31 00:05:00",114132,11.71,162.9,0
"2013-07-31 00:10:00",114133,11.74,162.8,0
"2013-07-31 00:15:00",114134,11.58,162.9,0
"2013-07-31 00:20:00",114135,11.48,162.9,0
"2013-07-31 00:25:00",114136,11.65,162.8,0
"2013-07-31 00:30:00",114137,11.68,162.8,0.001
"2013-07-31 00:35:00",114138,11.75,162.9,0
"2013-07-31 00:40:00",114139,11.65,162.9,0
"2013-07-31 00:45:00",114140,11.75,162.9,0
"2013-07-31 00:50:00",114141,11.88,162.8,0
"2013-07-31 00:55:00",114142,12.09,161.9,0
"2013-07-31 01:00:00",114143,12.29,159.6,0.001
"2013-07-31 01:05:00",114144,12.56,157,0
"2013-07-31 01:10:00",114145,12.56,156.2,0
"2013-07-31 01:15:00",114146,12.53,155.9,0
"2013-07-31 01:20:00",114147,12.66,155,0.001
"2013-07-31 01:25:00",114148,12.73,154.8,-0.001
"2013-07-31 01:30:00",114149,12.73,154,0
"2013-07-31 01:35:00",114150,12.59,153.5,0
"2013-07-31 01:40:00",114151,12.66,153.9,0.001
"2013-07-31 01:45:00",114152,12.66,153.8,0
"2013-07-31 01:50:00",114153,12.69,153.8,0
"2013-07-31 01:55:00",114154,12.79,153.8,0
"2013-07-31 02:00:00",114155,12.82,154,0
"2013-07-31 02:05:00",114156,12.76,153.5,0
"2013-07-31 02:10:00",114157,13.02,152,0
"2013-07-31 02:15:00",114158,13.19,148.8,0
"2013-07-31 02:20:00",114159,13.26,146.4,0
"2013-07-31 02:25:00",114160,13.43,144.1,0
"2013-07-31 02:30:00",114161,13.53,142.5,-0.001
"2013-07-31 02:35:00",114162,13.59,140.9,0
"2013-07-31 02:40:00",114163,13.56,141.7,0
"2013-07-31 02:45:00",114164,13.42,142.9,0
"2013-07-31 02:50:00",114165,13.49,143.6,0
"2013-07-31 02:55:00",114166,13.46,144.7,0
"2013-07-31 03:00:00",114167,13.46,145.2,0
"2013-07-31 03:05:00",114168,13.45,145.7,0
"2013-07-31 03:10:00",114169,13.45,146.5,0
"2013-07-31 03:15:00",114170,13.49,146.6,0
"2013-07-31 03:20:00",114171,13.52,145.3,0
"2013-07-31 03:25:00",114172,13.42,147.4,0
"2013-07-31 03:30:00",114173,13.58,146.9,0
"2013-07-31 03:35:00",114174,13.65,143.3,0
"2013-07-31 03:40:00",114175,13.68,144,0
