"TOA5","ROS_3","CR1000","42709","CR1000.Std.22","CPU:ROS03.ROS10.29.6.2012.CR1","17082","ROS03Table05min"
"TIMESTAMP","RECORD","AirTC","RH","PPFD_Avg"
"TS","RN","Deg C","%","umol m-2 s-1"
"","","Smp","Smp","Avg"
"2013-05-30 08:05:00",20836,-127.4,-83.1,-0.021
"2013-05-30 08:10:00",20837,-127.8,-83.3,-0.021
"2013-05-30 08:15:00",20838,-128,-83.5,-0.02
"2013-05-30 08:20:00",20839,-128.2,-83.7,-0.021
"2013-05-30 08:25:00",20840,-128.7,-84.1,-0.021
"2013-05-30 08:30:00",20841,-129,-84.4,-0.022
"2013-05-30 08:35:00",20842,-129.5,-84.7,-0.02
"2013-05-30 08:40:00",20843,-129.7,-84.9,-0.02
"2013-05-30 08:45:00",20844,-130,-85.2,-0.019
"2013-05-30 08:50:00",20845,-130.2,-85.3,-0.019
"2013-05-30 08:55:00",20846,-130.6,-85.7,-0.02
"2013-05-30 09:00:00",20847,-130.9,-86,-0.019
"2013-05-30 09:05:00",20848,-131,-86.2,-0.02
"2013-05-30 09:10:00",20849,-131,-86.2,-0.019
"2013-05-30 09:15:00",20850,-130.8,-86.1,-0.019
"2013-05-30 09:20:00",20851,-130.6,-86,-0.02
"2013-05-30 09:25:00",20852,-130.4,-85.9,-0.02
"2013-05-30 09:30:00",20853,-130.3,-85.8,-0.019
"2013-05-30 09:35:00",20854,-130.4,-85.9,-0.019
"2013-05-30 09:40:00",20855,-130.1,-85.6,-0.019
"2013-05-30 09:45:00",20856,-129.6,-85.3,-0.019
"2013-05-30 09:50:00",20857,-129.1,-84.9,-0.02
"2013-05-30 09:55:00",20858,-128.1,-84.2,-0.02
"2013-05-30 10:00:00",20859,-127.2,-83.4,-0.02
"2013-05-30 10:05:00",20860,-126.3,-82.7,-0.019
"2013-05-30 10:10:00",20861,-125.5,-82.1,-0.02
"2013-05-30 10:15:00",20862,-124.9,-81.6,-0.02
"2013-05-30 10:20:00",20863,-123.9,-80.9,-0.02
"2013-05-30 10:25:00",20864,-123.2,-80.2,-0.021
"2013-05-30 10:30:00",20865,-122.3,-79.49,-0.021
"2013-05-30 10:35:00",20866,-121.4,-78.74,-0.022
"2013-05-30 10:40:00",20867,-120.6,-78.03,-0.021
"2013-05-30 10:45:00",20868,-119.8,-77.28,-0.022
"2013-05-30 10:50:00",20869,-119,-76.6,-0.022
"2013-05-30 10:55:00",20870,-118.3,-75.96,-0.023
"2013-05-30 11:00:00",20871,-117.7,-75.48,-0.021
"2013-05-30 11:05:00",20872,-117.4,-75.11,-0.022
