"TOA5","ROS_5","CR1000","33756","CR1000.Std.19","CPU:ROS05.ROS11.29.6.2012.CR1","55334","ROS05Table05min"
"TIMESTAMP","RECORD","AirTC","RH","PPFD_Avg"
"TS","RN","Deg C","%","umol m-2 s-1"
"","","Smp","Smp","Avg"
"2013-05-31 00:00:00",96339,9.79,165.1,0.048
"2013-05-31 00:05:00",96340,9.99,165.6,0.047
"2013-05-31 00:10:00",96341,9.96,165.8,0.055
"2013-05-31 00:15:00",96342,10.2,165.5,0.086
"2013-05-31 00:20:00",96343,10.03,165.2,0.079
"2013-05-31 00:25:00",96344,10.4,165.9,0.082
"2013-05-31 00:30:00",96345,10.44,165.3,0.083
"2013-05-31 00:35:00",96346,8.52,165.5,0.071
"2013-05-31 00:40:00",96347,9.29,165.4,0.083
"2013-05-31 00:45:00",96348,10.07,165.2,0.081
"2013-05-31 00:50:00",96349,9.83,165,0.073
"2013-05-31 00:55:00",96350,9.97,166,0.076
"2013-05-31 01:00:00",96351,10.71,165.6,0.074
"2013-05-31 01:05:00",96352,10.27,165,0.075
"2013-05-31 01:10:00",96353,10.34,165.5,0.087
"2013-05-31 01:15:00",96354,10.94,165.3,0.102
"2013-05-31 01:20:00",96355,10.44,165.9,0.068
"2013-05-31 01:25:00",96356,10.57,165.6,0.079
"2013-05-31 01:30:00",96357,9.6,165.5,0.081
"2013-05-31 01:35:00",96358,10.2,165.6,0.081
"2013-05-31 01:40:00",96359,10.24,165.4,0.08
"2013-05-31 01:45:00",96360,10.97,165.2,0.118
"2013-05-31 01:50:00",96361,11.01,165.2,0.104
"2013-05-31 01:55:00",96362,11.14,166,0.095
"2013-05-31 02:00:00",96363,11.14,165.2,0.095
"2013-05-31 02:05:00",96364,10.71,165.2,0.093
"2013-05-31 02:10:00",96365,11.11,165.7,0.07
"2013-05-31 02:15:00",96366,10.87,165.6,0.065
"2013-05-31 02:20:00",96367,11.01,165.5,0.083
"2013-05-31 02:25:00",96368,10.87,165.2,0.068
"2013-05-31 02:30:00",96369,11.38,165.3,0.057
"2013-05-31 02:35:00",96370,11.44,165.6,0.056
"2013-05-31 02:40:00",96371,11.92,165.7,0.08
"2013-05-31 02:45:00",96372,11.41,165.3,0.053
"2013-05-31 02:50:00",96373,11.31,165.3,0.057
"2013-05-31 02:55:00",96374,11.61,165.6,0.072
"2013-05-31 03:00:00",96375,11.95,165.7,0.072
"2013-05-31 03:05:00",96376,11.78,165.8,0.078
"2013-05-31 03:10:00",96377,11.01,165.2,0.09
"2013-05-31 03:15:00",96378,11.34,165.5,0.067
"2013-05-31 03:20:00",96379,11.31,165.2,0.07
