"TOA5","ROS_6","CR1000","33755","CR1000.Std.19","CPU:ROS06.ROS12.29.6.2012.CR1","32706","ROS06Table05min"
"TIMESTAMP","RECORD","AirTC","RH","PPFD_Avg"
"TS","RN","Deg C","%","umol m-2 s-1"
"","","Smp","Smp","Avg"
"2013-03-31 00:00:00",78996,16.54,86.7,0.002
"2013-03-31 00:05:00",78997,16.3,88.1,0.002
"2013-03-31 00:10:00",78998,16.23,88.4,0.002
"2013-03-31 00:15:00",78999,16.27,88.8,0.002
"2013-03-31 00:20:00",79000,16.34,89.1,0.002
"2013-03-31 00:25:00",79001,16.31,89.3,0.001
"2013-03-31 00:30:00",79002,16.27,89.3,0.001
"2013-03-31 00:35:00",79003,16.51,90.3,0.002
"2013-03-31 00:40:00",79004,16.55,90,0.002
"2013-03-31 00:45:00",79005,16.58,89.8,0.001
"2013-03-31 00:50:00",79006,16.75,90,0.001
"2013-03-31 00:55:00",79007,16.65,89.5,0.001
"2013-03-31 01:00:00",79008,16.55,89.4,0.001
"2013-03-31 01:05:00",79009,16.31,89.4,0.002
"2013-03-31 01:10:00",79010,16.35,89.6,0.001
"2013-03-31 01:15:00",79011,16.51,89.8,0.001
"2013-03-31 01:20:00",79012,16.72,90.2,0.001
"2013-03-31 01:25:00",79013,16.89,90.1,0.001
"2013-03-31 01:30:00",79014,16.89,89.5,0.001
"2013-03-31 01:35:00",79015,16.89,89.4,0.001
"2013-03-31 01:40:00",79016,16.82,89.4,0.001
"2013-03-31 01:45:00",79017,16.82,89.3,0.001
"2013-03-31 01:50:00",79018,16.55,89,0.001
"2013-03-31 01:55:00",79019,16.04,89.8,0.001
"2013-03-31 02:00:00",79020,16.14,90.4,0.001
"2013-03-31 02:05:00",79021,16.24,90.5,0
"2013-03-31 02:10:00",79022,16.18,90.7,0.001
"2013-03-31 02:15:00",79023,16.48,91.3,0.001
"2013-03-31 02:20:00",79024,16.58,91,0.001
"2013-03-31 02:25:00",79025,16.65,90.6,0.001
"2013-03-31 02:30:00",79026,16.45,90.1,0.002
"2013-03-31 02:35:00",79027,16.18,90.1,0.002
"2013-03-31 02:40:00",79028,15.87,90,0.002
"2013-03-31 02:45:00",79029,15.87,90.3,0.002
"2013-03-31 02:50:00",79030,15.87,90.5,0.002
"2013-03-31 02:55:00",79031,15.77,90.1,0.002
"2013-03-31 03:00:00",79032,15.84,91,0.001
"2013-03-31 03:05:00",79033,15.8,90.6,0.002
"2013-03-31 03:10:00",79034,15.23,90.1,0.002
"2013-03-31 03:15:00",79035,15.36,91.3,0.001
"2013-03-31 03:20:00",79036,15.19,91.2,0.002
