"TOA5","ROS_2","CR1000","33753","CR1000.Std.19","CPU:ROS02.ROS07.29.6.2012.CR1","45400","ROS02Table05min"
"TIMESTAMP","RECORD","AirTC","RH","PPFD_Avg"
"TS","RN","Deg C","%","umol m-2 s-1"
"","","Smp","Smp","Avg"
"2013-05-31 00:00:00",96563,9.65,163.1,0
"2013-05-31 00:05:00",96564,9.58,163,0.001
"2013-05-31 00:10:00",96565,9.45,163,0
"2013-05-31 00:15:00",96566,9.28,162.9,0
"2013-05-31 00:20:00",96567,9.45,163.1,0
"2013-05-31 00:25:00",96568,9.18,163,0.001
"2013-05-31 00:30:00",96569,9.01,163,0.001
"2013-05-31 00:35:00",96570,8.3,163,0.002
"2013-05-31 00:40:00",96571,8.71,163.1,0
"2013-05-31 00:45:00",96572,8.77,163.1,0.001
"2013-05-31 00:50:00",96573,8.44,163,0.001
"2013-05-31 00:55:00",96574,8.78,163.2,0.001
"2013-05-31 01:00:00",96575,8.95,163.1,0.002
"2013-05-31 01:05:00",96576,8.75,163.2,0.001
"2013-05-31 01:10:00",96577,8.85,163.1,0.001
"2013-05-31 01:15:00",96578,8.95,163,0.001
"2013-05-31 01:20:00",96579,8.68,163.1,0.001
"2013-05-31 01:25:00",96580,8.31,163.1,0.001
"2013-05-31 01:30:00",96581,8.01,163,0.001
"2013-05-31 01:35:00",96582,8.11,163.1,0.001
"2013-05-31 01:40:00",96583,8.38,163.1,0.001
"2013-05-31 01:45:00",96584,8.62,163.1,0.001
"2013-05-31 01:50:00",96585,8.85,163.1,0.001
"2013-05-31 01:55:00",96586,9.05,163.1,0
"2013-05-31 02:00:00",96587,9.05,163,0
"2013-05-31 02:05:00",96588,9.05,163,0.001
"2013-05-31 02:10:00",96589,9.02,163.2,0
"2013-05-31 02:15:00",96590,9.12,163.1,0
"2013-05-31 02:20:00",96591,9.25,163,0.001
"2013-05-31 02:25:00",96592,9.39,163,0
"2013-05-31 02:30:00",96593,9.59,163,0
"2013-05-31 02:35:00",96594,9.76,163.1,0
"2013-05-31 02:40:00",96595,9.82,163,0
"2013-05-31 02:45:00",96596,9.89,163,0
"2013-05-31 02:50:00",96597,9.82,163,0.001
"2013-05-31 02:55:00",96598,9.89,163.1,0.001
"2013-05-31 03:00:00",96599,9.88,163,0
"2013-05-31 03:05:00",96600,9.85,163,0
"2013-05-31 03:10:00",96601,9.72,163,0.001
"2013-05-31 03:15:00",96602,9.58,163,0.001
"2013-05-31 03:20:00",96603,9.38,163,0.001
"2013-05-31 03:25:00",96604,9.35,163.1,0.001
"2013-05-31 03:30:00",96605,9.35,163,0
