"TOA5","ROS_3","CR1000","42709","CR1000.Std.22","CPU:ROS03.ROS10.29.6.2012.CR1","17082","ROS03Table05min"
"TIMESTAMP","RECORD","AirTC","RH","PPFD_Avg"
"TS","RN","Deg C","%","umol m-2 s-1"
"","","Smp","Smp","Avg"
"2013-06-29 08:05:00",29476,-52.19,-18.89,-0.051
"2013-06-29 08:10:00",29477,-52.09,-18.75,-0.053
"2013-06-29 08:15:00",29478,-52.49,-18.65,-0.055
"2013-06-29 08:20:00",29479,-52.15,-18.58,-0.055
"2013-06-29 08:25:00",29480,-51.98,-18.58,-0.058
"2013-06-29 08:30:00",29481,-52.22,-18.48,-0.061
"2013-06-29 08:35:00",29482,-52.22,-18.42,-0.062
"2013-06-29 08:40:00",29483,-51.81,-18.38,-0.062
"2013-06-29 08:45:00",29484,-51.75,-18.31,-0.061
"2013-06-29 08:50:00",29485,-52.12,-18.25,-0.062
"2013-06-29 08:55:00",29486,-51.51,-18.11,-0.063
"2013-06-29 09:00:00",29487,-51.44,-18.04,-0.064
"2013-06-29 09:05:00",29488,-51.37,-17.98,-0.065
"2013-06-29 09:10:00",29489,-51.37,-17.98,-0.066
"2013-06-29 09:15:00",29490,-51.37,-17.98,-0.066
"2013-06-29 09:20:00",29491,-51.41,-18.01,-0.065
"2013-06-29 09:25:00",29492,-51.48,-18.04,-0.064
"2013-06-29 09:30:00",29493,-51.44,-18.04,-0.064
"2013-06-29 09:35:00",29494,-51.41,-18.04,-0.063
"2013-06-29 09:40:00",29495,-51.44,-18.04,-0.063
"2013-06-29 09:45:00",29496,-51.41,-18.04,-0.063
"2013-06-29 09:50:00",29497,-51.37,-18.01,-0.063
"2013-06-29 09:55:00",29498,-51.31,-17.98,-0.064
"2013-06-29 10:00:00",29499,-51.24,-17.94,-0.064
"2013-06-29 10:05:00",29500,-51.21,-17.91,-0.064
"2013-06-29 10:10:00",29501,-51.17,-17.87,-0.063
"2013-06-29 10:15:00",29502,-51.1,-17.87,-0.063
"2013-06-29 10:20:00",29503,-51.07,-17.84,-0.061
"2013-06-29 10:25:00",29504,-51.07,-17.84,-0.058
"2013-06-29 10:30:00",29505,-51.04,-17.81,-0.057
"2013-06-29 10:35:00",29506,-51,-17.77,-0.057
"2013-06-29 10:40:00",29507,-51,-17.74,-0.058
"2013-06-29 10:45:00",29508,-50.93,-17.7,-0.056
"2013-06-29 10:50:00",29509,-50.9,-17.67,-0.055
"2013-06-29 10:55:00",29510,-50.87,-17.64,-0.054
"2013-06-29 11:00:00",29511,-50.9,-17.64,-0.051
"2013-06-29 11:05:00",29512,-50.93,-17.6,-0.053
